tier relicName itemName chance
Lith V3 "Tigris Prime Barrel" 11.0
Lith V3 "Helios Prime Systems" 11.0
Lith V3 "Valkyr Prime Systems Blueprint" 2.0
Lith V4 "Spira Prime Blueprint" 25.33
Lith V4 "Nekros Prime Chassis Blueprint" 25.33
Lith V4 "Venka Prime Blades" 25.33
Lith V4 "Tigris Prime Barrel" 11.0
Lith V4 "Helios Prime Blueprint" 11.0
Lith V4 "Vauban Prime Chassis Blueprint" 2.0
Lith V5 "Akbronco Prime Blueprint" 25.33
Lith V5 "Lex Prime Blueprint" 25.33
Lith V5 "Banshee Prime Neuroptics Blueprint" 25.33
Lith V5 "Ballistica Prime Upper Limb" 11.0
Lith V5 "Akbolto Prime Barrel" 11.0
Lith V5 "Valkyr Prime Systems Blueprint" 2.0
Lith V6 "Cernos Prime Grip" 25.33
Lith V6 "Nikana Prime Blueprint" 25.33
Lith V6 "Venka Prime Blades" 25.33
Lith V6 "Saryn Prime Blueprint" 11.0
Lith V6 "Forma Blueprint" 11.0
Lith V6 "Valkyr Prime Chassis Blueprint" 2.0
Lith V7 "Fragor Prime Head" 25.33
Lith V7 "Carrier Prime Blueprint" 25.33
Lith V7 "Vectis Prime Barrel" 25.33
Lith V7 "Ash Prime Blueprint" 11.0
Lith V7 "Akstiletto Prime Link" 11.0
Lith V7 "Vauban Prime Neuroptics Blueprint" 2.0
Lith V8 "Ash Prime Chassis Blueprint" 25.33
Lith V8 "Bronco Prime Blueprint" 25.33
Lith V8 "Forma Blueprint" 25.33
Lith V8 "Fragor Prime Handle" 11.0
Lith V8 "Vectis Prime Stock" 11.0
Lith V8 "Vauban Prime Systems Blueprint" 2.0
Lith W1 "Gram Prime Blade" 25.33
Lith W1 "Mirage Prime Neuroptics Blueprint" 25.33
Lith W1 "Forma Blueprint" 25.33
Lith W1 "Akbolto Prime Link" 11.0
Lith W1 "Fang Prime Handle" 11.0
Lith W1 "Wukong Prime Blueprint" 2.0
Lith W2 "Rubico Prime Receiver" 25.33
Lith W2 "Forma Blueprint" 25.33
Lith W2 "Stradavar Prime Receiver" 25.33
Lith W2 "Baza Prime Barrel" 11.0
Lith W2 "Fang Prime Handle" 11.0
Lith W2 "Wukong Prime Blueprint" 2.0
Lith Z1 "Mirage Prime Neuroptics Blueprint" 25.33
Lith Z1 "Akbronco Prime Blueprint" 25.33
Lith Z1 "Fang Prime Handle" 25.33
Lith Z1 "Cernos Prime Blueprint" 11.0
Lith Z1 "Forma Blueprint" 11.0
Lith Z1 "Zephyr Prime Systems Blueprint" 2.0
Lith Z2 "Akbronco Prime Blueprint" 25.33
Lith Z2 "Nami Skyla Prime Blueprint" 25.33
Lith Z2 "Forma Blueprint" 25.33
Lith Z2 "Silva & Aegis Prime Blueprint" 11.0
Lith Z2 "Helios Prime Systems" 11.0
Lith Z2 "Zephyr Prime Systems Blueprint" 2.0
Meso A1 "Sybaris Prime Stock" 25.33
Meso A1 "Ballistica Prime Lower Limb" 25.33
Meso A1 "Orthos Prime Handle" 25.33
Meso A1 "Kronen Prime Handle" 11.0
Meso A1 "Forma Blueprint" 11.0
Meso A1 "Akjagara Prime Barrel" 2.0
Meso A2 "Zhuge Prime Grip" 25.33
Meso A2 "Tipedo Prime Blueprint" 25.33
Meso A2 "Forma Blueprint" 25.33
Meso A2 "Equinox Prime Blueprint" 11.0
Meso A2 "Zephyr Prime Chassis Blueprint" 11.0
Meso A2 "Akbolto Prime Receiver" 2.0
Meso B1 "Dakra Prime Handle" 25.33
Meso B1 "Orthos Prime Handle" 25.33
Meso B1 "Forma Blueprint" 25.33
Meso B1 "Mag Prime Chassis Blueprint" 11.0
Meso B1 "Orthos Prime Blueprint" 11.0
Meso B1 "Boar Prime Stock" 2.0
Meso B2 "Braton Prime Blueprint" 25.33
Meso B2 "Oberon Prime Chassis Blueprint" 25.33
Meso B2 "Silva & Aegis Prime Hilt" 25.33
Meso B2 "Hydroid Prime Blueprint" 11.0
Meso B2 "Kronen Prime Handle" 11.0
Meso B2 "Banshee Prime Chassis Blueprint" 2.0
Meso B3 "Nova Prime Systems Blueprint" 25.33
Meso B3 "Soma Prime Blueprint" 25.33
Meso B3 "Forma Blueprint" 25.33
Meso B3 "Mag Prime Chassis Blueprint" 11.0
Meso B3 "Dakra Prime Blueprint" 11.0
Meso B3 "Boar Prime Stock" 2.0
Meso B4 "Paris Prime Upper Limb" 25.33
Meso B4 "Chroma Prime Blueprint" 25.33
Meso B4 "Bronco Prime Receiver" 25.33
Meso B4 "Wukong Prime Chassis Blueprint" 11.0
Meso B4 "Redeemer Prime Blueprint" 11.0
Meso B4 "Baza Prime Blueprint" 2.0
Meso B5 "Nidus Prime Systems Blueprint" 25.33
Meso B5 "Ivara Prime Neuroptics Blueprint" 25.33
Meso B5 "Karyst Prime Blueprint" 25.33
Meso B5 "Guandao Prime Blueprint" 11.0
Meso B5 "Volnus Prime Head" 11.0
Meso B5 "Baza Prime Blueprint" 2.0
Meso B6 "Magnus Prime Blueprint" 25.33
Meso B6 "Akbronco Prime Blueprint" 25.33
Meso B6 "Octavia Prime Neuroptics Blueprint" 25.33
Meso B6 "Paris Prime Grip" 11.0
Meso B6 "Forma Blueprint" 11.0
Meso B6 "Baza Prime Stock" 2.0
Meso B7 "Burston Prime Receiver" 25.33
Meso B7 "Fang Prime Blueprint" 25.33
Meso B7 "Forma Blueprint" 25.33
Meso B7 "Akjagara Prime Link" 11.0
Meso B7 "Redeemer Prime Blueprint" 11.0
Meso B7 "Ballistica Prime Blueprint" 2.0
Meso C1 "Nova Prime Neuroptics Blueprint" 25.33
Meso C1 "Forma Blueprint" 25.33
Meso C1 "Saryn Prime Systems Blueprint" 25.33
Meso C1 "Scindo Prime Handle" 11.0
Meso C1 "Ash Prime Blueprint" 11.0
Meso C1 "Carrier Prime Cerebrum" 2.0
Meso C2 "Cernos Prime Upper Limb" 25.33
Meso C2 "Bronco Prime Blueprint" 25.33
Meso C2 "Galatine Prime Blade" 25.33
Meso C2 "Valkyr Prime Neuroptics Blueprint" 11.0
Meso C2 "Odonata Prime Blueprint" 11.0
Meso C2 "Carrier Prime Cerebrum" 2.0
Meso C3 "Lex Prime Blueprint" 25.33
Meso C3 "Nami Skyla Prime Blueprint" 25.33
Meso C3 "Burston Prime Stock" 25.33
Meso C3 "Saryn Prime Blueprint" 11.0
Meso C3 "Helios Prime Blueprint" 11.0
Meso C3 "Cernos Prime Lower Limb" 2.0
Meso C4 "Ivara Prime Neuroptics Blueprint" 25.33
Meso C4 "Braton Prime Stock" 25.33
Meso C4 "Mesa Prime Chassis Blueprint" 25.33
Meso C4 "Forma Blueprint" 11.0
Meso C4 "Atlas Prime Systems Blueprint" 11.0
Meso C4 "Chroma Prime Systems Blueprint" 2.0
Meso C5 "Tipedo Prime Blueprint" 25.33
Meso C5 "Burston Prime Blueprint" 25.33
Meso C5 "Stradavar Prime Stock" 25.33
Meso C5 "Chroma Prime Chassis Blueprint" 11.0
Meso C5 "Forma Blueprint" 11.0
Meso C5 "Corinth Prime Barrel" 2.0
Meso C6 "Burston Prime Blueprint" 25.33
Meso C6 "Lex Prime Barrel" 25.33
Meso C6 "Baza Prime Receiver" 25.33
Meso C6 "Forma Blueprint" 11.0
Meso C6 "Nezha Prime Blueprint" 11.0
Meso C6 "Corinth Prime Stock" 2.0
Meso D1 "Orthos Prime Handle" 25.33
Meso D1 "Lex Prime Blueprint" 25.33
Meso D1 "Forma Blueprint" 25.33
Meso D1 "Forma Blueprint" 11.0
Meso D1 "Orthos Prime Blade" 11.0
Meso D1 "Dual Kamas Prime Blade" 2.0
Meso D2 "Paris Prime Lower Limb" 25.33
Meso D2 "Lex Prime Receiver" 25.33
Meso D2 "Forma Blueprint" 25.33
Meso D2 "Valkyr Prime Neuroptics Blueprint" 11.0
Meso D2 "Helios Prime Systems" 11.0
Meso D2 "Destreza Prime Blade" 2.0
Meso D3 "Akbolto Prime Blueprint" 25.33
Meso D3 "Fang Prime Handle" 25.33
Meso D3 "Braton Prime Stock" 25.33
Meso D3 "Nami Skyla Prime Handle" 11.0
Meso D3 "Kronen Prime Handle" 11.0
Meso D3 "Destreza Prime Blade" 2.0
Meso D4 "Forma Blueprint" 25.33
Meso D4 "Orthos Prime Handle" 25.33
Meso D4 "Akjagara Prime Blueprint" 25.33
Meso D4 "Lex Prime Blueprint" 11.0
Meso D4 "Chroma Prime Chassis Blueprint" 11.0
Meso D4 "Dethcube Prime Cerebrum" 2.0
Meso D5 "Trinity Prime Neuroptics Blueprint" 25.33
Meso D5 "Soma Prime Barrel" 25.33
Meso D5 "Forma Blueprint" 25.33
Meso D5 "Nova Prime Blueprint" 11.0
Meso D5 "Vasto Prime Blueprint" 11.0
Meso D5 "Dual Kamas Prime Blade" 2.0
Meso D6 "Ivara Prime Neuroptics Blueprint" 25.33
Meso D6 "Octavia Prime Systems Blueprint" 25.33
Meso D6 "Paris Prime Blueprint" 25.33
Meso D6 "Aksomati Prime Barrel" 11.0
Meso D6 "Nezha Prime Blueprint" 11.0
Meso D6 "Dethcube Prime Cerebrum" 2.0
Meso E1 "Bo Prime Ornament" 25.33
Meso E1 "Frost Prime Chassis Blueprint" 25.33
Meso E1 "Latron Prime Barrel" 25.33
Meso E1 "Wyrm Prime Systems" 11.0
Meso E1 "Forma Blueprint" 11.0
Meso E1 "Ember Prime Blueprint" 2.0
Meso E2 "Bronco Prime Blueprint" 25.33
Meso E2 "Destreza Prime Handle" 25.33
Meso E2 "Pyrana Prime Barrel" 25.33
Meso E2 "Rubico Prime Stock" 11.0
Meso E2 "Akbolto Prime Link" 11.0
Meso E2 "Equinox Prime Systems Blueprint" 2.0
Meso E3 "Destreza Prime Handle" 25.33
Meso E3 "Bronco Prime Receiver" 25.33
Meso E3 "Forma Blueprint" 25.33
Meso E3 "Atlas Prime Chassis Blueprint" 11.0
Meso E3 "Stradavar Prime Barrel" 11.0
Meso E3 "Equinox Prime Systems Blueprint" 2.0
Meso E4 "Paris Prime Blueprint" 25.33
Meso E4 "Baza Prime Receiver" 25.33
Meso E4 "Forma Blueprint" 25.33
Meso E4 "Titania Prime Neuroptics Blueprint" 11.0
Meso E4 "Tekko Prime Blueprint" 11.0
Meso E4 "Equinox Prime Systems Blueprint" 2.0
Meso E5 "Mirage Prime Neuroptics Blueprint" 25.33
Meso E5 "Forma Blueprint" 25.33
Meso E5 "Helios Prime Carapace" 25.33
Meso E5 "Banshee Prime Blueprint" 11.0
Meso E5 "Helios Prime Blueprint" 11.0
Meso E5 "Euphona Prime Receiver" 2.0
Meso F1 "Bronco Prime Receiver" 25.33
Meso F1 "Paris Prime Lower Limb" 25.33
Meso F1 "Saryn Prime Systems Blueprint" 25.33
Meso F1 "Nekros Prime Neuroptics Blueprint" 11.0
Meso F1 "Dual Kamas Prime Handle" 11.0
Meso F1 "Fragor Prime Blueprint" 2.0
Meso F2 "Latron Prime Stock" 25.33
Meso F2 "Ember Prime Chassis Blueprint" 25.33
Meso F2 "Sicarus Prime Barrel" 25.33
Meso F2 "Reaper Prime Blade" 11.0
Meso F2 "Forma Blueprint" 11.0
Meso F2 "Frost Prime Blueprint" 2.0
Meso F3 "Ember Prime Neuroptics Blueprint" 25.33
Meso F3 "Reaper Prime Handle" 25.33
Meso F3 "Loki Prime Blueprint" 25.33
Meso F3 "Forma Blueprint" 11.0
Meso F3 "Glaive Prime Disc" 11.0
Meso F3 "Frost Prime Blueprint" 2.0
Meso G1 "Venka Prime Blades" 25.33
Meso G1 "Braton Prime Barrel" 25.33
Meso G1 "Forma Blueprint" 25.33
Meso G1 "Silva & Aegis Prime Blade" 11.0
Meso G1 "Ballistica Prime String" 11.0
Meso G1 "Galatine Prime Blueprint" 2.0
Meso G2 "Forma Blueprint" 25.33
Meso G2 "Equinox Prime Chassis Blueprint" 25.33
Meso G2 "Orthos Prime Handle" 25.33
Meso G2 "Burston Prime Barrel" 11.0
Meso G2 "Atlas Prime Systems Blueprint" 11.0
Meso G2 "Guandao Prime Handle" 2.0
Meso H1 "Paris Prime Blueprint" 25.33
Meso H1 "Mirage Prime Neuroptics Blueprint" 25.33
Meso H1 "Hydroid Prime Chassis Blueprint" 25.33
Meso H1 "Oberon Prime Blueprint" 11.0
Meso H1 "Fragor Prime Blueprint" 11.0
Meso H1 "Helios Prime Cerebrum" 2.0
Meso I1 "Corinth Prime Blueprint" 25.33
Meso I1 "Paris Prime Upper Limb" 25.33
Meso I1 "Titania Prime Chassis Blueprint" 25.33
Meso I1 "Orthos Prime Blade" 11.0
Meso I1 "Atlas Prime Systems Blueprint" 11.0
Meso I1 "Inaros Prime Neuroptics Blueprint" 2.0
Meso K1 "Nekros Prime Chassis Blueprint" 25.33
Meso K1 "Orthos Prime Handle" 25.33
Meso K1 "Cernos Prime Upper Limb" 25.33
Meso K1 "Akstiletto Prime Barrel" 11.0
Meso K1 "Tigris Prime Receiver" 11.0
Meso K1 "Kogake Prime Gauntlet" 2.0
Meso K2 "Mirage Prime Chassis Blueprint" 25.33
Meso K2 "Paris Prime String" 25.33
Meso K2 "Orthos Prime Handle" 25.33
Meso K2 "Wukong Prime Systems Blueprint" 11.0
Meso K2 "Chroma Prime Chassis Blueprint" 11.0
Meso K2 "Kronen Prime Blade" 2.0
Meso K3 "Ninkondi Prime Blueprint" 25.33
Meso K3 "Orthos Prime Handle" 25.33
Meso K3 "Braton Prime Stock" 25.33
Meso K3 "Forma Blueprint" 11.0
Meso K3 "Wukong Prime Chassis Blueprint" 11.0
Meso K3 "Karyst Prime Blade" 2.0
Meso L1 "Tipedo Prime Blueprint" 25.33
Meso L1 "Burston Prime Receiver" 25.33
Meso L1 "Ninkondi Prime Blueprint" 25.33
Meso L1 "Chroma Prime Chassis Blueprint" 11.0
Meso L1 "Dethcube Prime Carapace" 11.0
Meso L1 "Limbo Prime Chassis Blueprint" 2.0
Meso M1 "Dakra Prime Handle" 25.33
Meso M1 "Boltor Prime Barrel" 25.33
Meso M1 "Ankyros Prime Gauntlet" 25.33
Meso M1 "Boar Prime Barrel" 11.0
Meso M1 "Rhino Prime Chassis Blueprint" 11.0
Meso M1 "Mag Prime Blueprint" 2.0
Meso M2 "Fang Prime Blade" 25.33
Meso M2 "Paris Prime String" 25.33
Meso M2 "Kogake Prime Boot" 25.33
Meso M2 "Akjagara Prime Link" 11.0
Meso M2 "Silva & Aegis Prime Blade" 11.0
Meso M2 "Mirage Prime Blueprint" 2.0
Meso M3 "Ballistica Prime Lower Limb" 25.33
Meso M3 "Gram Prime Blade" 25.33
Meso M3 "Paris Prime String" 25.33
Meso M3 "Equinox Prime Neuroptics Blueprint" 11.0
Meso M3 "Kogake Prime Blueprint" 11.0
Meso M3 "Mirage Prime Blueprint" 2.0
Meso N1 "Fang Prime Handle" 25.33
Meso N1 "Braton Prime Stock" 25.33
Meso N1 "Fang Prime Blueprint" 25.33
Meso N1 "Forma Blueprint" 11.0
Meso N1 "Dual Kamas Prime Handle" 11.0
Meso N1 "Nyx Prime Neuroptics Blueprint" 2.0
Meso N10 "Ivara Prime Neuroptics Blueprint" 25.33
Meso N10 "Tipedo Prime Blueprint" 25.33
Meso N10 "Pangolin Prime Handle" 25.33
Meso N10 "Bronco Prime Barrel" 11.0
Meso N10 "Panthera Prime Stock" 11.0
Meso N10 "Ninkondi Prime Handle" 2.0
Meso N11 "Cernos Prime Upper Limb" 25.33
Meso N11 "Scindo Prime Handle" 25.33
Meso N11 "Lex Prime Barrel" 25.33
Meso N11 "Valkyr Prime Neuroptics Blueprint" 11.0
Meso N11 "Forma Blueprint" 11.0
Meso N11 "Nyx Prime Neuroptics Blueprint" 2.0
Meso N2 "Hikou Prime Blueprint" 25.33
Meso N2 "Bronco Prime Blueprint" 25.33
Meso N2 "Fang Prime Handle" 25.33
Meso N2 "Ash Prime Neuroptics Blueprint" 11.0
Meso N2 "Forma Blueprint" 11.0
Meso N2 "Vauban Prime Neuroptics Blueprint" 2.0
Meso N3 "Burston Prime Stock" 25.33
Meso N3 "Bronco Prime Blueprint" 25.33
Meso N3 "Braton Prime Barrel" 25.33
Meso N3 "Euphona Prime Barrel" 11.0
Meso N3 "Carrier Prime Cerebrum" 11.0
Meso N3 "Nekros Prime Blueprint" 2.0
Meso N4 "Paris Prime Upper Limb" 25.33
Meso N4 "Saryn Prime Systems Blueprint" 25.33
Meso N4 "Orthos Prime Handle" 25.33
Meso N4 "Forma Blueprint" 11.0
Meso N4 "Oberon Prime Blueprint" 11.0
Meso N4 "Nikana Prime Blade" 2.0
Meso N5 "Braton Prime Stock" 25.33
Meso N5 "Forma Blueprint" 25.33
Meso N5 "Lex Prime Receiver" 25.33
Meso N5 "Hydroid Prime Blueprint" 11.0
Meso N5 "Tigris Prime Receiver" 11.0
Meso N5 "Nekros Prime Systems Blueprint" 2.0
Meso N6 "Forma Blueprint" 25.33
Meso N6 "Boltor Prime Barrel" 25.33
Meso N6 "Hikou Prime Pouch" 25.33
Meso N6 "Scindo Prime Handle" 11.0
Meso N6 "Rhino Prime Chassis Blueprint" 11.0
Meso N6 "Nyx Prime Neuroptics Blueprint" 2.0
Meso N7 "Limbo Prime Systems Blueprint" 25.33
Meso N7 "Pyrana Prime Barrel" 25.33
Meso N7 "Kronen Prime Blueprint" 25.33
Meso N7 "Gram Prime Blueprint" 11.0
Meso N7 "Forma Blueprint" 11.0
Meso N7 "Ninkondi Prime Handle" 2.0
Meso N8 "Valkyr Prime Blueprint" 25.33
Meso N8 "Forma Blueprint" 25.33
Meso N8 "Cernos Prime Upper Limb" 25.33
Meso N8 "Valkyr Prime Neuroptics Blueprint" 11.0
Meso N8 "Cernos Prime String" 11.0
Meso N8 "Nikana Prime Hilt" 2.0
Meso N9 "Tekko Prime Gauntlet" 25.33
Meso N9 "Forma Blueprint" 25.33
Meso N9 "Paris Prime String" 25.33
Meso N9 "Ivara Prime Blueprint" 11.0
Meso N9 "Akjagara Prime Link" 11.0
Meso N9 "Ninkondi Prime Handle" 2.0
Meso O1 "Forma Blueprint" 25.33
Meso O1 "Akbronco Prime Blueprint" 25.33
Meso O1 "Paris Prime Lower Limb" 25.33
Meso O1 "Akstiletto Prime Link" 11.0
Meso O1 "Cernos Prime String" 11.0
Meso O1 "Oberon Prime Neuroptics Blueprint" 2.0
Meso O2 "Paris Prime Lower Limb" 25.33
Meso O2 "Cernos Prime Upper Limb" 25.33
Meso O2 "Tiberon Prime Receiver" 25.33
Meso O2 "Akbronco Prime Link" 11.0
Meso O2 "Mirage Prime Systems Blueprint" 11.0
Meso O2 "Oberon Prime Neuroptics Blueprint" 2.0
Meso O3 "Forma Blueprint" 25.33
Meso O3 "Loki Prime Neuroptics Blueprint" 25.33
Meso O3 "Odonata Prime Systems Blueprint" 25.33
Meso O3 "Volt Prime Chassis Blueprint" 11.0
Meso O3 "Wyrm Prime Systems" 11.0
Meso O3 "Odonata Prime Wings Blueprint" 2.0
Meso O4 "Silva & Aegis Prime Hilt" 25.33
Meso O4 "Forma Blueprint" 25.33
Meso O4 "Fang Prime Blueprint" 25.33
Meso O4 "Nekros Prime Neuroptics Blueprint" 11.0
Meso O4 "Galatine Prime Handle" 11.0
Meso O4 "Oberon Prime Neuroptics Blueprint" 2.0
Meso P1 "Oberon Prime Chassis Blueprint" 25.33
Meso P1 "Chroma Prime Blueprint" 25.33
Meso P1 "Bronco Prime Receiver" 25.33
Meso P1 "Silva & Aegis Prime Blueprint" 11.0
Meso P1 "Ballistica Prime Receiver" 11.0
Meso P1 "Pyrana Prime Blueprint" 2.0
Meso P2 "Braton Prime Receiver" 25.33
Meso P2 "Forma Blueprint" 25.33
Meso P2 "Baza Prime Receiver" 25.33
Meso P2 "Zhuge Prime Blueprint" 11.0
Meso P2 "Ivara Prime Systems Blueprint" 11.0
Meso P2 "Panthera Prime Receiver" 2.0
Meso P3 "Karyst Prime Blueprint" 25.33
Meso P3 "Lex Prime Blueprint" 25.33
Meso P3 "Zhuge Prime Grip" 25.33
Meso P3 "Mesa Prime Blueprint" 11.0
Meso P3 "Forma Blueprint" 11.0
Meso P3 "Pangolin Prime Blueprint" 2.0
Meso P4 "Braton Prime Barrel" 25.33
Meso P4 "Forma Blueprint" 25.33
Meso P4 "Burston Prime Blueprint" 25.33
Meso P4 "Corinth Prime Receiver" 11.0
Meso P4 "Titania Prime Neuroptics Blueprint" 11.0
Meso P4 "Panthera Prime Barrel" 2.0
Meso P5 "Orthos Prime Handle" 25.33
Meso P5 "Zakti Prime Receiver" 25.33
Meso P5 "Tenora Prime Blueprint" 25.33
Meso P5 "Gara Prime Neuroptics Blueprint" 11.0
Meso P5 "Forma Blueprint" 11.0
Meso P5 "Panthera Prime Receiver" 2.0
Meso P6 "Destreza Prime Handle" 25.33
Meso P6 "Braton Prime Blueprint" 25.33
Meso P6 "Forma Blueprint" 25.33
Meso P6 "Kavasa Prime Kubrow Collar Blueprint" 11.0
Meso P6 "Trinity Prime Blueprint" 11.0
Meso P6 "Pyrana Prime Blueprint" 2.0
Meso R1 "Tiberon Prime Receiver" 25.33
Meso R1 "Paris Prime Upper Limb" 25.33
Meso R1 "Braton Prime Blueprint" 25.33
Meso R1 "Akbronco Prime Link" 11.0
Meso R1 "Ballistica Prime String" 11.0
Meso R1 "Rubico Prime Blueprint" 2.0
Meso R2 "Aksomati Prime Blueprint" 25.33
Meso R2 "Fang Prime Blueprint" 25.33
Meso R2 "Forma Blueprint" 25.33
Meso R2 "Mesa Prime Blueprint" 11.0
Meso R2 "Destreza Prime Blueprint" 11.0
Meso R2 "Rubico Prime Blueprint" 2.0
Meso R3 "Pangolin Prime Handle" 25.33
Meso R3 "Akjagara Prime Blueprint" 25.33
Meso R3 "Zhuge Prime Grip" 25.33
Meso R3 "Dethcube Prime Carapace" 11.0
Meso R3 "Bronco Prime Barrel" 11.0
Meso R3 "Rubico Prime Blueprint" 2.0
Meso R4 "Gram Prime Blade" 25.33
Meso R4 "Zephyr Prime Chassis Blueprint" 25.33
Meso R4 "Braton Prime Barrel" 25.33
Meso R4 "Chroma Prime Systems Blueprint" 11.0
Meso R4 "Forma Blueprint" 11.0
Meso R4 "Rubico Prime Blueprint" 2.0
Meso S1 "Nova Prime Systems Blueprint" 25.33
Meso S1 "Paris Prime Blueprint" 25.33
Meso S1 "Tigris Prime Stock" 25.33
Meso S1 "Paris Prime Upper Limb" 11.0
Meso S1 "Odonata Prime Blueprint" 11.0
Meso S1 "Soma Prime Stock" 2.0
Meso S10 "Corinth Prime Blueprint" 25.33
Meso S10 "Paris Prime String" 25.33
Meso S10 "Forma Blueprint" 25.33
Meso S10 "Aksomati Prime Barrel" 11.0
Meso S10 "Titania Prime Blueprint" 11.0
Meso S10 "Strun Prime Blueprint" 2.0
Meso S2 "Paris Prime String" 25.33
Meso S2 "Bronco Prime Blueprint" 25.33
Meso S2 "Galatine Prime Blade" 25.33
Meso S2 "Paris Prime Grip" 11.0
Meso S2 "Forma Blueprint" 11.0
Meso S2 "Saryn Prime Chassis Blueprint" 2.0
Meso S3 "Valkyr Prime Blueprint" 25.33
Meso S3 "Nekros Prime Chassis Blueprint" 25.33
Meso S3 "Akbronco Prime Blueprint" 25.33
Meso S3 "Ash Prime Blueprint" 11.0
Meso S3 "Forma Blueprint" 11.0
Meso S3 "Spira Prime Pouch" 2.0
Meso S4 "Fang Prime Blueprint" 25.33
Meso S4 "Banshee Prime Neuroptics Blueprint" 25.33
Meso S4 "Galatine Prime Blade" 25.33
Meso S4 "Fang Prime Handle" 11.0
Meso S4 "Trinity Prime Blueprint" 11.0
Meso S4 "Saryn Prime Blueprint" 2.0
Meso S5 "Burston Prime Stock" 25.33
Meso S5 "Braton Prime Barrel" 25.33
Meso S5 "Lex Prime Barrel" 25.33
Meso S5 "Forma Blueprint" 11.0
Meso S5 "Saryn Prime Neuroptics Blueprint" 11.0
Meso S5 "Sybaris Prime Barrel" 2.0
Meso S6 "Galatine Prime Blade" 25.33
Meso S6 "Helios Prime Carapace" 25.33
Meso S6 "Valkyr Prime Blueprint" 25.33
Meso S6 "Cernos Prime String" 11.0
Meso S6 "Tigris Prime Receiver" 11.0
Meso S6 "Spira Prime Blade" 2.0
Meso S7 "Forma Blueprint" 25.33
Meso S7 "Cernos Prime Upper Limb" 25.33
Meso S7 "Venka Prime Blades" 25.33
Meso S7 "Paris Prime Grip" 11.0
Meso S7 "Nami Skyla Prime Handle" 11.0
Meso S7 "Sybaris Prime Barrel" 2.0
Meso S8 "Gram Prime Blade" 25.33
Meso S8 "Forma Blueprint" 25.33
Meso S8 "Bronco Prime Receiver" 25.33
Meso S8 "Ballistica Prime Upper Limb" 11.0
Meso S8 "Burston Prime Barrel" 11.0
Meso S8 "Sybaris Prime Barrel" 2.0
Meso S9 "Spira Prime Blueprint" 25.33
Meso S9 "Braton Prime Blueprint" 25.33
Meso S9 "Lex Prime Barrel" 25.33
Meso S9 "Saryn Prime Neuroptics Blueprint" 11.0
Meso S9 "Forma Blueprint" 11.0
Meso S9 "Spira Prime Pouch" 2.0
Meso T1 "Fang Prime Blueprint" 25.33
Meso T1 "Braton Prime Stock" 25.33
Meso T1 "Burston Prime Receiver" 25.33
Meso T1 "Paris Prime Upper Limb" 11.0
Meso T1 "Forma Blueprint" 11.0
Meso T1 "Tiberon Prime Barrel" 2.0
Meso T2 "Lex Prime Barrel" 25.33
Meso T2 "Paris Prime Lower Limb" 25.33
Meso T2 "Forma Blueprint" 25.33
Meso T2 "Tigris Prime Receiver" 11.0
Meso T2 "Banshee Prime Blueprint" 11.0
Meso T2 "Tiberon Prime Stock" 2.0
Meso T3 "Lex Prime Barrel" 25.33
Meso T3 "Forma Blueprint" 25.33
Meso T3 "Paris Prime Lower Limb" 25.33
Meso T3 "Chroma Prime Chassis Blueprint" 11.0
Meso T3 "Limbo Prime Blueprint" 11.0
Meso T3 "Tiberon Prime Stock" 2.0
Meso T4 "Zhuge Prime Grip" 25.33
Meso T4 "Ninkondi Prime Blueprint" 25.33
Meso T4 "Forma Blueprint" 25.33
Meso T4 "Wukong Prime Systems Blueprint" 11.0
Meso T4 "Paris Prime Grip" 11.0
Meso T4 "Tenora Prime Receiver" 2.0
Meso T5 "Paris Prime Upper Limb" 25.33
Meso T5 "Tekko Prime Gauntlet" 25.33
Meso T5 "Forma Blueprint" 25.33
Meso T5 "Panthera Prime Stock" 11.0
Meso T5 "Astilla Prime Stock" 11.0
Meso T5 "Tenora Prime Barrel" 2.0
Meso V1 "Burston Prime Blueprint" 25.33
Meso V1 "Spira Prime Blueprint" 25.33
Meso V1 "Carrier Prime Blueprint" 25.33
Meso V1 "Braton Prime Blueprint" 11.0
Meso V1 "Forma Blueprint" 11.0
Meso V1 "Vectis Prime Receiver" 2.0
Meso V2 "Vasto Prime Receiver" 25.33
Meso V2 "Paris Prime Blueprint" 25.33
Meso V2 "Ash Prime Chassis Blueprint" 25.33
Meso V2 "Forma Blueprint" 11.0
Meso V2 "Volt Prime Chassis Blueprint" 11.0
Meso V2 "Nikana Prime Blade" 2.0
Meso V3 "Carrier Prime Blueprint" 25.33
Meso V3 "Forma Blueprint" 25.33
Meso V3 "Spira Prime Blueprint" 25.33
Meso V3 "Kavasa Prime Band" 11.0
Meso V3 "Volt Prime Chassis Blueprint" 11.0
Meso V3 "Valkyr Prime Systems Blueprint" 2.0
Meso V4 "Carrier Prime Blueprint" 25.33
Meso V4 "Lex Prime Barrel" 25.33
Meso V4 "Forma Blueprint" 25.33
Meso V4 "Valkyr Prime Neuroptics Blueprint" 11.0
Meso V4 "Ash Prime Neuroptics Blueprint" 11.0
Meso V4 "Vauban Prime Chassis Blueprint" 2.0
Meso V5 "Bronco Prime Blueprint" 25.33
Meso V5 "Cernos Prime Grip" 25.33
Meso V5 "Spira Prime Blueprint" 25.33
