"School","Img","Name","Rarity","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","Uses","Max","Orb 1 Required","1-R1","1-R2","1-R3","1-R4","1-R5","Orb 2 Required","2-R1","2-R2","2-R3","2-R4","2-R5","Orb 3 Required","3-R1","3-R2","3-R3","3-R4","3-R5","Orb 4 Required","4-R1","4-R2","4-R3","4-R4","4-R5","Introducing Event","Name (JP)","ID"
"Monk","","Meteor Crush","5","PHY","Single enemy","Physical","3.00","Earth","1.65","Two single attacks (1.50 each), [ATK +50%] to the user for 20 seconds","Y","Lowest HP% enemy","75","2","10","Major Power","10","20","40","60","100","Major Fire","6","12","24","36","60","Major Earth","6","12","24","36","60","","","","","","","Go Go Gullwings!","メテオクラッシュ","30191101"
"Monk","","Fires Within","5","PHY","Single enemy","Physical","3.40","Fire","1.65","Four single ranged attacks (0.85 each), restores HP to the user for 30% of the user's maximum HP","Y","Lowest HP% enemy","75","2","10","Major White","6","12","24","36","60","Major Fire","10","20","40","60","100","Major Earth","6","12","24","36","60","","","","","","","Aspiring Knight","内丹気砲","30191111"
"Monk","","Burning Rush","5","PHY","Single enemy","Physical","2.88","Fire","1.65","Four single attacks (0.72 each), 20% additional critical chance","Y","Lowest HP% enemy","75","2","10","Major Power","6","12","24","36","60","Major Fire","10","20","40","60","100","Major Earth","6","12","24","36","60","","","","","","","The Maiden of Water","バーニングラッシュ","30191121"
"Monk","","Gaia Rush","5","PHY","Single enemy","Physical","2.88","Earth","1.65","Four single attacks (0.72 each), 20% additional critical chance","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","6","12","24","36","60","Major Fire","10","20","40","60","100","Major Earth","6","12","24","36","60","","","","","","","Like Father Like Daughter","ガイアラッシュ","30191131"
"Monk","","Icicle Rush","5","PHY","Single enemy","Physical","2.88","Ice","1.65","Four single attacks (0.72 each), 20% additional critical chance","Y","Lowest HP% enemy","75","2","10","Major Power","6","12","24","36","60","Major Ice","10","20","40","60","100","Major Earth","6","12","24","36","60","","","","","","","3rd Anniversary Carnival","アイシクルラッシュ","30191141"
"Monk","","Ironfist Earth","6","PHY","Single enemy","Physical","4.00","Earth","1.65","Five single attacks (0.80/0.87/0.94 each) scaling with uses","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","6","12","18","30","60","Fire Crystal","10","20","30","50","100","Earth Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Mired in Despair","剛拳・地の型","30191151"
"Monk","","Ironfist Fire","6","PHY","Single enemy","Physical","4.00","Fire","1.65","Five single attacks (0.80/0.87/0.94 each) scaling with uses","Y","Lowest HP% enemy","90","2","10","Fire Crystal","10","20","30","50","100","Earth Crystal","6","12","18","30","60","Holy Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Mired in Despair","剛拳・炎の型","30191161"
"Monk","","Spark Rush","5","PHY","Single enemy","Physical","2.88","Lightning","1.65","Four single attacks (0.72 each), 20% additional critical chance","Y","Lowest HP% enemy","75","2","10","Major Fire","10","20","40","60","100","Major Lightning","6","12","24","36","60","Major Earth","6","12","24","36","60","","","","","","","The Words that Started It All","スパークラッシュ","30191171"
"Monk","","Earthen Rebuke","5","PHY","Single enemy","Physical","3.40","Earth","1.65","Four single ranged attacks (0.85 each), restores HP to the user for 30% of the user's maximum HP","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","6","12","24","36","60","Major Earth","6","12","24","36","60","Major Wind","10","20","40","60","100","","","","","","","Blood of the Monk","外丹気砲","30191181"
"Monk","","Ironfist Ice","6","PHY","Single enemy","Physical","4.00","Ice","1.65","Five single attacks (0.80/0.87/0.94 each) scaling with uses","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","6","12","18","30","60","Ice Crystal","10","20","30","50","100","Earth Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","New Year Party 2019","剛拳・氷の型","30191191"
"Monk","","Spirited Dispatch","6","NAT","Self","","","","1.65","Grants [ATK and DEF +50%] to the user for 5 seconds, grants [HP Stock (2000)] and [Monk High Quick Cast 2]","Y","Self","100","2","10","White Crystal","6","12","18","30","60","Fire Crystal","6","12","18","30","60","Earth Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","Fat Black Chocobo Event: Earth","軒昂の構え","30191201"
"Monk","","Flashfist Lightning","6","PHY","Single enemy","Physical","4.00","Lightning","1.65","Five single attacks (0.80 each), cast time 1.65/1.10/0.825 scaling with uses","Y","Lowest HP% enemy","80","2","10","Fire Crystal","6","12","18","30","60","Lightning Crystal","10","20","30","50","100","Earth Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","A Mother Transformed","瞬拳・雷の型","30191211"
"Monk","","Froststrike (Snow Only)","6","PHY","Single enemy","Physical","6.60","Ice","1.65","4/6 single attacks (1.10 each) if the user hasn't/has any Damage Reduction Barrier, grants [40% Damage Reduction Barrier 1] to the user","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Ice Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Striking Back at Fate","フロストブロウ(スノウ専用)","30191221"
"Monk","","Meditative Palm","6","PHY","Single enemy","Physical","4.40","Fire, Earth","1.65","Five single ranged attacks (0.88 each)","Y","Lowest HP% enemy","90","2","10","Power Crystal","6","12","18","30","60","Fire Crystal","10","20","30","50","100","Earth Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Fat Black Chocobo: Grand Forgery","気功掌","30191231"
"Monk","","Beat Rush (Tifa Only)","6","PHY","Single enemy","Physical","6.60","Earth","1.65","Six single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Fire Crystal","-","5","10","25","35","Earth Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","Glory Fest 2020","掌打ラッシュ(ティファ専用)","30191241"
"Monk","","Heroic Barrage (Josef Only)","6","PHY","Single enemy","Physical","4.00","Ice","1.65","Four single attacks (1.00 each), grants [10% Damage Reduction Barrier 1] to all allies","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Fat Black Chocobo: Chilling Forgery","漢の乱打(ヨーゼフ専用)","30191251"
"Monk","","Fist of the Dawn (Galuf Only)","6","PHY","Single enemy","Physical","5.50","Earth","1.65","Five single attacks (1.10 each), grants [40% Damage Reduction Barrier 1] to the user","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Earth Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","Chaotic Memories (V)","暁の一撃(ガラフ専用)","30191261"
"Monk","","Unseen Tackle (Yda Only)","6","PHY","Single enemy","Physical","6.60","Fire","1.65","Six single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Fire Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Thrills and Treats","瞬撃衝(イダ専用)","30191271"
"Monk","","Countdown (Amarant Only)","6","PHY","Single enemy","Physical","5.50","Fire","1.65","Five single attacks (1.10 each), restores 1500 HP to the lowest HP% ally","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Fire Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Journey through the Dark City","秘孔拳(サラマンダー専用)","30191281"
"Monk","","Raging Fist (VI) (Sabin Only)","6","PHY","Single enemy","Physical","6.60","Fire","1.65","Six single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Fire Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","The Deserted Kingdom","爆裂拳【VI】(マッシュ専用)","30191291"
"Monk","","Blazing Fists (Refia Only)","6","PHY","Single enemy","Physical","6.60","Fire","1.65","Six single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Fire Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Chaotic Memories II (III)","烈火の鍛拳(レフィア専用)","30191301"
"Monk","","Raijin Special (Raijin Only)","6","PHY","Single enemy","Physical","7.10","Lightning","1.65","One single attack (7.10) capped at 99999","Y","Lowest HP% enemy","90","2","10","Fire Crystal","-","5","10","25","35","Lightning Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Fat Black Chocobo: Soggy Magicites","秘技「雷神飛竜昇」(雷神専用)","30191311"
"Monk","","Meteor Barrage (Zell Only)","6","PHY","Single enemy","Physical","6.60","Fire","1.65","Six single ranged attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Fire Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Suddenly President","メテオバレット(ゼル専用)","30191321"
"Monk","","Explosive Fist (Eight Only)","6","PHY","Single enemy","Physical","6.60","Ice","1.65","Six single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Ice Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Chaotic Memories II (Type-0)","爆裂拳(エイト専用)","30191331"
"Thief","","Steal HP","2","PHY","Single enemy","Physical","1.40","-","1.20","One single attack (1.40), heals the user for 30% of the damage dealt","Y","Highest HP% enemy","60","2","10","Lesser Power","5","10","20","30","50","Lesser Wind","3","6","12","18","30","","","","","","","","","","","","","Kingdom Reborn","HPを盗む","30201001"
"Thief","","Steal Time","3","PHY","Single enemy","","","","1.20","Causes [Slow] (50%), if successful grants [Haste] to the user","N","Random enemy without status","65","2","10","Power","5","10","20","30","50","Lightning","3","6","12","18","30","Wind","3","6","12","18","30","","","","","","","Kingdom Reborn","時間を盗む","30201011"
"Thief","","Steal Defense","4","PHY","Single enemy","","","","1.20","[DEF -40%] for 20 seconds, [DEF +50%] to the user for 20 seconds","N","Random enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Earth","3","6","12","18","30","Greater Wind","3","6","12","18","30","","","","","","","Kingdom Reborn","守りを盗む","30201021"
"Thief","","Steal Power","4","PHY","Single enemy","","","","1.20","[ATK -40%] for 20 seconds, [ATK +50%] to the user for 20 seconds","N","Random enemy without status","75","2","10","Greater Power","5","10","20","30","50","Greater Fire","3","6","12","18","30","Greater Wind","3","6","12","18","30","","","","","","","A Place to Call Home","力を盗む","30201031"
"Thief","","Mug Time","5","PHY","Single enemy","Physical","2.60","-","1.20","Two single attacks (1.30 each), causes [Slow] (100%), grants [Haste] to the user","Y","Random enemy without status","95","2","10","Major Power","10","20","40","60","100","Major Lightning","6","12","24","36","60","Major Wind","6","12","24","36","60","","","","","","","Assassin in Black","時間をぶんどる","30201041"
"Thief","","Thief's Revenge","5","PHY","Single enemy","Physical","3.50","-","1.20","1/2/3/4/5 single attacks (0.70 each) at 140/150/160/170 SPD, heals the user for 30% of the damage dealt","Y","Highest HP% enemy","95","2","10","Major Lightning","6","12","24","36","60","Major Wind","10","20","40","60","100","Major Dark","6","12","24","36","60","","","","","","","Seer of Destiny","シーフズレイド","30201051"
"Thief","","Mug Bloodlust","6","PHY","Single enemy","Physical","3.20","-","1.20","Two single attacks (1.60 each), [ATK and DEF -30%] for 20 seconds, [ATK and DEF +30%] to the user for 20 seconds","Y","Random enemy without status","100","2","10","Fire Crystal","6","12","18","30","60","Wind Crystal","10","20","30","50","100","Dark Crystal","6","12","18","30","60","","","","","","","The Five Dooms","闘志をぶんどる","30201061"
"Thief","","Dash and Slash","5","PHY","Single enemy","Physical","3.40","Wind","1.20","Four single attacks (0.85 each), 0.95 multiplier when equipping a dagger","Y","Lowest HP% enemy","65","2","10","Major Power","6","12","24","36","60","Major Wind","10","20","40","60","100","Major Dark","6","12","24","36","60","","","","","","","Where the Heart Lies","ダッシュバイト","30201071"
"Thief","","Poison Leaves","5","PHY","Single enemy","Physical","3.40","Poison","1.20","Four single attacks (0.85 each), 0.95 multiplier when equipping a dagger","Y","Lowest HP% enemy","65","2","10","Major Earth","6","12","24","36","60","Major Wind","10","20","40","60","100","Major Dark","6","12","24","36","60","","","","","","","Scheming Tyrant","ポイズンリーフ","30201081"
"Thief","","Soul Burn","5","PHY","Single enemy","Physical","2.80","Fire","1.20","Four single attacks (0.70~1.20 each scaling with HP%)","Y","Lowest HP% enemy","65","2","10","Major Fire","10","20","40","60","100","Major Wind","6","12","24","36","60","Major Dark","6","12","24","36","60","","","","","","","Strike Back at the Empire","ソウルバーン","30201091"
"Thief","","Fire Assault","6","PHY","Single enemy","Physical","4.00","Fire","1.20","Five single attacks (0.80 each), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","80","2","10","Fire Crystal","6","12","18","30","60","Wind Crystal","10","20","30","50","100","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Stuff of Nightmares","バーンレイド","30201101"
"Thief","","Storm Assault","6","PHY","Single enemy","Physical","4.00","Wind","1.20","Five single attacks (0.80 each), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","80","2","10","Non-Elemental Crystal","6","12","18","30","60","Wind Crystal","10","20","30","50","100","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Stuff of Nightmares","ストームレイド","30201111"
"Thief","","Heat Bite","5","PHY","Single enemy","Physical","3.40","Fire","1.20","Four single attacks (0.85 each), 0.95 multiplier when equipping a dagger","Y","Lowest HP% enemy","65","2","10","Major Fire","6","12","24","36","60","Major Wind","10","20","40","60","100","Major Dark","6","12","24","36","60","","","","","","","Dragons of Death","ヒートバイト","30201121"
"Thief","","Aquatic Weakness","6","PHY","Single enemy","Physical","3.20","Water","1.20","Four single attacks (0.80 each), causes [Imperil Water 10% (15s)] every second activation","Y","Lowest HP% enemy","80","2","10","Ice Crystal","6","12","18","30","60","Wind Crystal","10","20","30","50","100","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Piercing the Darkness","アクアロウアー","30201131"
"Thief","","Splash Bite","5","PHY","Single enemy","Physical","3.40","Water","1.20","Four single attacks (0.85 each), 0.95 multiplier when equipping a dagger","Y","Lowest HP% enemy","65","2","10","Major Ice","6","12","24","36","60","Major Wind","10","20","40","60","100","Major Dark","6","12","24","36","60","","","","","","","Lion Dreambreaker","スプラッシュバイト","30201141"
"Thief","","Mirage Raid (Locke Only)","6","PHY","Single enemy","Physical","4.00","Fire","1.20","Four single attacks (1.00 each), causes [ATK and DEF -50% (8s)], grants [ATK and DEF +50%] for 8 seconds to the user","Y","Random enemy without status","80","2","10","Fire Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Record Boards Launch","ミラージュレイド","30201151"
"Thief","","Al Bhed Steal (Rikku Only)","6","PHY","Single enemy","Physical","4.00","Water","1.20","Four single attacks (1.00 each), causes [ATK and DEF -50% (8s)], grants [ATK and DEF +50%] for 8 seconds to the user","Y","Random enemy without status","80","2","10","Ice Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Record Boards Launch","アルベド・スティール","30201161"
"Thief","","Sagefire (Ignis Only)","6","PHY","Single enemy","Physical","4.00","Fire","0.83","Four single attacks (1.00 each), grants [Buff Fire 10% (15s)] to the user every second activation","Y","Lowest HP% enemy","80","2","10","Fire Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Summer Sun Festival 2020","賢者の炎(イグニス専用)","30201171"
"Thief","","Scoop Art (Zidane Only)","6","PHY","Single enemy","Physical","6.60","Wind","1.20","Six single attacks (1.10 each)","Y","Lowest HP% enemy","80","2","10","Non-Elemental Crystal","-","5","10","25","35","Wind Crystal","-","10","15","50","75","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Autumn Festival 2020","スクープアウト(ジタン専用)","30201181"
"Thief","","Pirate Anchor (Leila Only)","6","PHY","Single enemy","Physical","5.50","Water, Poison","1.20","Five single attacks (1.10 each), causes [ATK and MAG -50% (8s)] every second activation","Y","Lowest HP% enemy","80","2","10","Ice Crystal","-","5","10","25","35","Wind Crystal","-","10","15","50","75","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Fat Black Chocobo: Soggy Forgery","パイレーツアンカー(レイラ専用)","30201191"
"Thief","","Red Spiral (Vaan Only)","6","PHY","Single enemy","Physical","5.50","Wind","1.20","Five single attacks (1.10 each), causes [Imperil Wind 10% (5s)]","Y","Lowest HP% enemy","80","2","10","Non-Elemental Crystal","-","5","10","25","35","Wind Crystal","-","10","15","50","75","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Glory Fest 2020","レッドスパイラル(ヴァン専用)","30201201"
"Thief","","Pirate Cannon (Faris Only)","6","PHY","Single enemy","Physical","4.00","Wind, Fire","1.20","Four single ranged attacks (1.00 each), causes [ATK and MAG -50% (8s)], grants [ATK and MAG +50% (8s)] to the user","Y","Lowest HP% enemy","80","2","10","Fire Crystal","-","5","10","25","35","Wind Crystal","-","10","15","50","75","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Glory Fest 2020","パイレーツキャノン(ファリス専用)","30201211"
"Thief","","Tantalus Break (Marcus Only)","6","PHY","Single enemy","Physical","5.50","Wind, Poison","0.01","Five single attacks (1.10 each)","Y","Lowest HP% enemy","70","2","10","Non-Elemental Crystal","-","5","10","25","35","Wind Crystal","-","10","15","50","75","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Journey through the Dark City","タンタラスブレイク(マーカス専用)","30201221"
"Thief","","Powder Keg (Lion Only)","6","PHY","Single enemy","Physical","5.50","Water","1.20","Five single attacks (1.10 each), causes [Imperil Water 10% (5s)]","Y","Lowest HP% enemy","80","2","10","Non-Elemental Crystal","-","5","10","25","35","Ice Crystal","-","5","10","25","35","Wind Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","A Sword to Sheathe","パウダーケッグ(ライオン専用)","30201231"
"Knight","","Guard","2","NAT","Self","","","","1.65","Grants [Protect]","N","Self","60","4","12","Lesser Power","5","10","20","30","50","Lesser Earth","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","まもり","30211001"
"Knight","","Draw Fire","3","NAT","Self","","","","1.65","Grants [Draw Fire] for 25 seconds","N","Self","65","2","10","Power","8","15","30","45","75","Holy","5","10","20","30","50","","","","","","","","","","","","","To the Holy Land","ひきつける","30211002"
"Knight","","Minus Strike","4","PHY","Single","","","","1.65","Damages for 2 * (user's maximum HP - user's current HP)","Y","Random enemy","75","2","10","Greater Non-Elemental","3","6","12","18","30","Greater Lightning","3","6","12","18","30","Greater Holy","5","10","20","30","50","","","","","","","To the Holy Land","サガク剣","30211011"
"Knight","","Bracing Bash","3","PHY","Single","Physical","1.60","-","1.65","One single attack (1.60), [RES +50%] to the user for 20 seconds","Y","Lowest HP% enemy","65","2","10","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Earth","3","6","12","18","30","","","","","","","Gunblade of the Sorceress","メンタルバッシュ","30211021"
"Knight","","Magic Lure","4","NAT","Self","","","","1.65","Grants [Magic Lure] for 25 seconds","N","Self","75","2","10","Greater Power","5","10","20","30","50","Greater Black","3","6","12","18","30","Greater Fire","3","6","12","18","30","","","","","","","Gunblade of the Sorceress","魔法ひきつけ","30211031"
"Knight","","Memento of Protection","3","NAT","Single ally","","","","1.65","[DEF and RES +50%] for 25 seconds","N","Random ally without status","65","2","10","Power","8","15","30","45","75","Earth","5","10","20","30","50","","","","","","","","","","","","","Dungeons Update #16","守りのメメント","30211041"
"Knight","","Banishing Strike","4","PHY","Single","Physical","2.00","Holy","1.65","One single attack (2.00), removes positive effects","Y","Lowest HP% enemy","70","2","10","Greater Power","5","10","20","30","50","Greater Non-Elemental","3","6","12","18","30","Greater Holy","3","6","12","18","30","","","","","","","Someone to Protect","バニシュレイド","30211051"
"Knight","","Armor Strike","4","PHY","Single","Physical","2.80","-","1.65","One single attack (2.80), damage scales with both ATK and DEF","Y","Lowest HP% enemy","75","2","10","Greater Power","5","10","20","30","50","Greater White","3","6","12","18","30","Greater Earth","3","6","12","18","30","","","","","","","Someone to Protect","アーマーストライク","30211061"
"Knight","","Shield Bash","3","PHY","Single","Physical","1.60","-","1.65","One single attack (1.60), [DEF +50%] to the user for 20 seconds","Y","Lowest HP% enemy","65","2","10","Power","5","10","20","30","50","Earth","3","6","12","18","30","Holy","3","6","12","18","30","","","","","","","Someone to Protect","シールドバッシュ","30211071"
"Knight","","Saint Cross","5","PHY","Single enemy","Physical","3.40","Holy","1.65","Two single attacks (1.70 each), removes negative effects to the user, grants [High Regen] to the user","Y","Lowest HP% enemy","75","2","10","Major Earth","6","12","24","36","60","Major Wind","6","12","24","36","60","Major Holy","10","20","40","60","100","","","","","","","By Stone Revealed","セイントクロス","30211081"
"Knight","","Aegis Strike","6","PHY","All enemies","Physical","3.90","Holy","1.65","Three group attacks (1.30 each), damage scales with both ATK and DEF","Y","All enemies","90","2","10","Ice Crystal","6","12","18","30","60","Earth Crystal","6","12","18","30","60","Holy Crystal","10","20","30","50","100","","","","","","","The Five Dooms","イージスストライク","30211091"
"Knight","","Gaia's Cross","5","PHY","Single enemy","Physical","3.20","Earth","1.65","Two single attacks (1.60 each), grants [Draw Fire] to the user for 25 seconds","Y","Lowest HP% enemy","75","2","10","Major Ice","6","12","24","36","60","Major Earth","6","12","24","36","60","Major Holy","10","20","40","60","100","","","","","","","Aspiring Knight","ガイアクロス","30211101"
"Knight","","Guardbringer","5","PHY","Single enemy","Physical","4.00","Holy","1.65","3/4/5 single attacks (0.80 each) at 798/2736 DEF","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","6","12","24","36","60","Major Earth","6","12","24","36","60","Major Holy","10","20","40","60","100","","","","","","","Family Secrets","ガードブリンガー","30211111"
"Knight","","Divine Cross","5","PHY","Single enemy","Physical","3.20","Holy","1.65","Two single attacks (1.60 each), grants [Draw Fire] to the user for 25 seconds","Y","Lowest HP% enemy","75","2","10","Major Power","6","12","24","36","60","Major Non-Elemental","6","12","24","36","60","Major Holy","10","20","40","60","100","","","","","","","FF 30th Anniversary Parade","ディバインクロス","30211121"
"Knight","","Earthbringer","5","PHY","Single enemy","Physical","4.00","Earth","1.65","3/4/5 single attacks (0.80 each) at 798/2736 DEF","Y","Lowest HP% enemy","75","2","10","Major Fire","6","12","24","36","60","Major Earth","6","12","24","36","60","Major Holy","10","20","40","60","100","","","","","","","The Onion Knight Rises","アースブリンガー","30211131"
"Knight","","Assault Sabre","5","PHY","Single enemy","Physical","3.55","Holy","1.65","Five single attacks (0.71 each), [DEF -30%] to the user for 20 seconds","Y","Lowest HP% enemy","75","2","10","Major Power","6","12","24","36","60","Major Lightning","6","12","24","36","60","Major Holy","10","20","40","60","100","","","","","","","Trapped by the Past","アサルトセイバー","30211141"
"Knight","","Earth Sabre","5","PHY","Single enemy","Physical","3.55","Earth","1.65","Five single attacks (0.71 each), [DEF -30%] to the user for 20 seconds","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","6","12","24","36","60","Major Earth","10","20","40","60","100","Major Holy","6","12","24","36","60","","","","","","","Strike Back at the Empire","アースセイバー","30211151"
"Knight","","Healing Smite","6","PHY","Single enemy","Physical","4.00","Holy","1.65","Five single attacks (0.80 each), restores 2000 HP to the lowest HP% ally","Y","Lowest HP% enemy","90","2","10","White Crystal","6","12","18","30","60","Earth Crystal","6","12","18","30","60","Holy Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","Glory Feast","エンハンスレイド","30211161"
"Knight","","Gaia Force","6","PHY","Single enemy","Physical","4.25","Earth","1.65","Five single attacks (0.85/0.90/0.95 each) at 798/2736 DEF, grants [DEF +100%] to the user for 25 seconds","Y","Lowest HP% enemy","90","2","10","White Crystal","6","12","18","30","60","Earth Crystal","6","12","18","30","60","Holy Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","For Former Glory","ガイアストライク","30211171"
"Knight","","Paladin Force (Cecil (Paladin) Only)","6","NAT","Single enemy","Hybrid","-","Holy","1.65","Five single hybrid attacks (1.10 or 3.55 each)","Y","Lowest HP% enemy","90","2","10","White Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","Fat Black Chocobo: A Glittering Forgery","パラディンフォース(セシル(パラディン)専用)","30211181"
"Knight","","Seiken Shock (Beatrix Only)","6","PHY","Single enemy","Physical","7.10","Holy","1.65","One single ranged attack (7.10) capped at 99999, 100% hit rate","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","Memories of Life","聖剣技・ショック(ベアトリクス専用)","30211201"
"Knight","","Sword Saint's Art (Orlandeau Only)","6","PHY","Single enemy","Physical","5.50","Holy, Dark, Earth","1.65","Five single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","White Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","Heroes of Ivalice","剣聖技(オルランドゥ専用)","30211191"
"Knight","","Radiant Sword (Warrior of Light Only)","6","PHY","Single enemy","Physical","4.00","Holy","1.65","Four single ranged attacks (1.00 each), grants [Buff Holy 10% (15s)] to all allies every third activation","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","10","15","50","75","White Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","The Journey of Light","レディアントソード(光の戦士専用)","30211211"
"Knight","","Great Form","6","PHY","Single enemy","Physical","4.00","Holy, Earth","1.65","Five single attacks (0.80 each), grants [20% Damage Reduction Barrier 1] to the user","Y","Lowest HP% enemy","90","2","10","White Crystal","6","12","18","30","60","Earth Crystal","6","12","18","30","60","Holy Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","The Journey of Light","グレートフォーム","30211221"
"Knight","","Titan's Blade (Ingus Only)","6","PHY","Single enemy","Physical","4.00","Earth","1.65","Four single attacks (1.00 each), grants [Buff Earth 10% (15s)] to all allies every third activation","Y","Lowest HP% enemy","90","2","10","Holy Crystal","-","10","15","50","75","Power Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Journey of Growth","ティターンブレード(イングズ専用)","30211241"
"Knight","","Royal Guard (Gladiolus Only)","6","PHY","Single enemy","Physical","6.60","Earth","3.30","Six single attacks (1.10 each), grants [20% Damage Reduction Barrier 1] to the user, cast time 3.30/2.475/1.650 scaling with uses","Y","Lowest HP% enemy","90","2","10","White Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","Autumn Festival 2020","ロイヤルガード(グラディオラス専用)","30211251"
"Knight","","Golden Cross (Ramza Only)","6","PHY","Single enemy","Physical","4.00","Holy","1.65","Four single attacks (1.00 each), grants [High Quick Cast 1] to the user","Y","Lowest HP% enemy","90","2","10","White Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","Autumn Festival 2020","十字斬り(ラムザ専用)","30211261"
