Realm,Character,Img,Name,Tier,Type,Target,Formula,Multiplier,Element,Time,Effects,Counter,Auto Target,Points,Soulbreak Bonus,Relic,Name (JP),ID
VII,Angeal,,Unleashed Wrath,BSB,PHY,Single enemy,Physical,6.64,"Holy, Wind",2.5,"Eight single attacks (0.83 each), grants Critical Chance 50% to all allies for 25 seconds, grants Haste and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Angeal's Gloves (CC) (VII),憤怒の解放,22500003.0
VII,Angeal,,Idle Rage,USB,PHY,Single enemy,Physical,7.10,"Holy, Wind",2.5,"Ten single attacks (0.71 each), grants Critical 100% to the user, grants 50% Damage Reduction Barrier 2 and Regenga to all allies",N,Lowest HP% enemy,500,ATK +10,Defender (CC) (VII),怠惰なる怒り,22500004.0
VII,Angeal,,Envious Thunder,Glint,NAT,All allies,,,,0.01,Grants Stoneskin: 30% and RES +100% for 25 seconds,N,All allies,250,ATK +10,Flametongue (CC) (VII),嫉妬する雷,22500005.0
VII,Rufus,,President's Predilection,Default,NAT,Self,,,,2.5,Grants Protect and Shell,N,Self,500,,-,プレジデントの嗜み,22630002.0
VII,Rufus,,Mako Barrage,SSB,PHY,All enemies,Physical,7.74,"Dark, NE",2.5,"Six group ranged attacks (0.78~1.29 each scaling with targets), causes Imperil Dark 20% for 25 seconds",N,All enemies,500,ATK +10,Combat Shotgun (VII),魔晄銃,22630001.0
VII,Rufus,,President's Scorn,BSB,PHY,All enemies,Physical,7.76,"Dark, NE",2.5,"Eight group ranged attacks (0.49~0.97 each scaling with targets), causes Imperil Dark 20% for 25 seconds, grants Haste and Burst Mode to the user",N,All enemies,500,ATK +10,Riot Rifle (VII),プレジデントの嘲笑,22630003.0
VII,Rufus,,Oblivious Unfilial Son,AASB,PHY,Single enemy,Physical,9.00,"Dark, NE",2.5,"Fifteen single ranged attacks (0.60 each), grants Attach Dark, Awoken Darkness, Damage Cap +10000 and Dive to Ground Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Exquisite Wristwatch (VII),気づけよ親不孝者,22630004.0
VII,Rufus,,Mako Cannon,USB,PHY,Random enemies,Physical,7.10,"Dark, NE",2.5,"Ten random ranged attacks (0.71 each), causes Imperil Dark 20% for 25 seconds, grants Dark Ray Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Winchester R (VII),魔晄キャノン,22630005.0
VII,Rufus,,Rain of Terror,Glint,PHY,All enemies,Physical,2.64,"Dark, NE",0.01,"Six group ranged attacks (0.44 each), MAG -50% for 15 seconds, removes positive effects",N,All enemies,250,ATK +10,Shortbarrel R (VII),レイン・オブ・テラー,22630006.0
VII,Shelke,,Quick Flurry,Default,PHY,Single enemy,Physical,1.50,-,2.5,Three single attacks (0.50 each),N,Lowest HP% enemy,500,,-,高速突き,22820003.0
VII,Shelke,,Synaptic Net Dive,BSB,PHY,Random enemies,Physical,7.00,"Lightning, NE",0.01,"Ten random attacks (0.70 each), ATK, DEF, MAG, RES and MND -30% for 25 seconds, grants Haste and Burst Mode to the user",N,Random enemies,500,ATK +10,Spear (DoC) (VII),SND,22820001.0
VII,Shelke,,Countertek,SSB,WHT,All enemies,,,,2.5,"Removes positive effects, removes negative effects to all allies, grants High Regen to all allies",N,All enemies,500,ATK +10,Shelke's Gloves (DoC) (VII),テクニカルキャンセル,22820004.0
VII,Shelke,,Transparent Glimmer,USB,PHY,Random enemies,Physical,6.30,"Lightning, NE",0.01,"Ten single attacks (0.63 each), ATK and DEF -50% for 25 seconds, grants Physical Blink 1 to all allies, grants Technical Spark Follow-Up to the user",N,Random enemies,500,ATK +10,Shelke's Guise (DoC) (VII), 無式・連閃,22820005.0
VII,Shelke,,Technical Defense,Glint,NAT,All allies,,,,0.01,Grants 75% Damage Reduction Barrier 1 and Haste,N,All allies,250,ATK +10,Partisan (DoC) (VII),テクニカルディフェンス,22820006.0
VII,Shelke,,Transparent Thunderclap,AASB,PHY,Single enemy,Physical,9.00,"Lightning, NE",2.5,"Fifteen single attacks (0.60 each), grants Attach Lightning, Awoken Spark, Damage Cap +10000, and Transparent Thunderclap Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Grow Lance (DoC) (VII),無式・迅雷,22820007.0
VII,Shelke,,Conducting Electricity,CSB,NAT,All allies,,,,2.5,"Activates Lightning Chain (max 150, field +50%), ATK +50% for 25 seconds",N,All allies,500,ATK +10,Viper Halberd (DoC) (VII),エレクトリックコネクト,22820008.0
VII,Rude,,Grand Spark,Default,NAT,Single enemy,Magical,2.00,-,2.5,One single attack (2.00),N,Lowest HP% enemy,500,,-,地走り,23010003.0
VII,Rude,,Ultimate Grand Spark,BSB,NAT,Single enemy,Hybrid,-,"Earth, NE",2.5,"Ten single hybrid attacks (0.66 or 1.19 each), grants Haste, Attach Earth and Burst Mode to the user",N,Lowest HP% enemy,500,"ATK +5, MAG +5",Rude's Gloves (VII),真・地走り,23010001.0
VII,Rude,,Secret Desire,SSB,NAT,All allies,,,,2.5,"Grants Protect, Shell and Last Stand",N,All allies,500,"ATK +5, MAG +5",Enhanced Leather Gloves (VII),秘めたる慕情,23010002.0
VII,Rude,,Chain Grand Spark,USB,NAT,Single enemy,Hybrid,-,"Earth, NE",2.5,"Ten single hybrid attacks (0.71 or 1.70 each), grants Attach Earth, High Quick Cast and Chain Grand Spark Follow-Up to the user",N,Lowest HP% enemy,500,"ATK +5, MAG +5",Combat Gloves (VII),連・地走り,23010004.0
VII,Rude,,Masterful Control,Glint,NAT,All allies,,,,0.01,"Grants Protect, Shell and High Regen",N,All allies,250,"ATK +5, MAG +5",Battle Gloves (VII),いぶし銀の巧手,23010005.0
VII,Rude,,Chain of Stone,CSB,NAT,All allies,,,,2.5,"Activates Earth Chain (max 99, field +20%)",N,All allies,500,,Chakra Band (VII),チェインオブストーン,23010006.0
VII,Elena,,Bewilder,Default,NAT,Single enemy,,,,2.5,Causes Confuse (100%),N,Random enemy without status,500,,-,魅惑,23020003.0
VII,Elena,,Elite Operator,BSB,PHY,All enemies,Physical,5.20,"Fire, NE",0.01,"Eight group ranged attacks (0.65 each), causes Imperil Fire 20% for 25 seconds, grants Haste and Burst Mode to the user",N,All enemies,500,ATK +10,Research Dept. Pistol (VII),エリートの意地と心意気,23020001.0
VII,Elena,,Rookie Turk,SSB,PHY,Random enemies,Physical,7.76,"Fire, NE",2.5,"Eight random ranged attacks (0.97 each), grants Attach Fire to the user",N,Random enemies,500,ATK +10,Elena Special (VII),タークス・ルーキー,23020002.0
VII,Elena,,Special Bomb,USB,NAT,All allies,,,,2.5,"Grants Haste and Critical Chance 50%, ATK and RES +30% to all allies for 25 seconds, grants Turk Pistol Follow-Up to the user",N,All allies,500,ATK +10,Magnum (VII),スペシャルボム,23020004.0
VII,Elena,,Sudden Bombardment,Glint,PHY,Single enemy,Physical,3.12,"Fire, NE",0.01,"Six single ranged attacks (0.52 each), grants Attach Fire Stacking and Attach Fire to the user",N,Lowest HP% enemy,250,ATK +10,Elena's Suit (VII),爆撃奇襲,23020005.0
VII,Genesis,,Slash,Default,PHY,Single enemy,Physical,1.50,Fire,2.5,One single attack (1.50),N,Lowest HP% enemy,500,,-,斬撃,23470001.0
VII,Genesis,,Genesis's Rhapsody,AASB,PHY,Single enemy,Physical,9.00,"Fire, NE",2.5,"Fifteen single attacks (0.60 each), grants Attach Fire, Awoken Fire, Damage Cap +10000, Brave Mode and Instant Cast 1 to the user",N,Lowest HP% enemy,500,ATK +10,Red Rapier (CC) (VII),ジェネシス・ラプソディ,23470002.0
VII,Genesis,,SOLDIER's Epic,AOSB,PHY,Single enemy,Physical,19.00,Fire,2.5,"Twenty single attacks (0.55 each), followed by one single attack (8.00) capped at 99999",N,Lowest HP% enemy,750,ATK +10,Genesis's Guise (CC) (VII),ソルジャーズ・エピック,23470003.0
VII,Genesis,,Apocalypse Genesis,USB,PHY,Single enemy,Physical,7.10,"Fire, NE",2.5,"Ten single attacks (0.71 each), grants High Quick Cast 1, Attach Fire, 50% Critical and Fire High Quick Cycle to the user",N,Lowest HP% enemy,500,ATK +10,Genesis's Guise (DoC) (VII),アポカリプス・G,23470004.0
VII,Genesis,,Epic of Genesis,Glint+,NAT,Self,,,,0.01,"Grants Attach Fire Stacking, Attach Fire and Heat Recital Follow-Up, damages the user for 99% current HP",N,Self,0,ATK +10,Blood Sword (CC) (VII),創世の叙事詩,23470005.0
VII,Genesis,,Epic of Destruction,Glint,NAT,Self,,,,0.01,"Grants Attach Fire Stacking, Attach Fire and High Quick Cast 2",N,Self,250,ATK +10,Demonsbane (CC) (VII),崩壊の叙事詩,23470006.0
VIII,Squall,,Blade Flurry,Default,PHY,Single enemy,Physical,1.80,-,2.75,Three single attacks (0.60 each),Y,Random enemy,500,,-,連続剣,20350001.0
VIII,Squall,,Rough Divide,SB,PHY,Single enemy,Physical,4.80,-,3.0,One single attack (4.80),N,Lowest HP% enemy,500,,Revolver (VIII),ラフディバイド,20350002.0
VIII,Squall,,Fated Circle,SB,PHY,All enemies,Physical,4.65,-,3.0,Three single attacks (0.85 each) followed by one group ranged attack (2.10),N,All enemies,500,,Shear Trigger (VIII),フェイテッドサークル,20350003.0
VIII,Squall,,Blasting Zone,SSB,PHY,Single enemy,Physical,8.00,-,2.5,Four single ranged attacks (2.00 each),N,Lowest HP% enemy,500,ATK +10,Cutting Trigger (VIII),ブラスティングゾーン,20350004.0
VIII,Squall,,Lion's Roar,BSB,PHY,All enemies,Physical,6.16,-,2.5,"Four group ranged attacks (1.54 each), grants Haste and Burst Mode to the user",N,All enemies,500,ATK +10,Twin Lance (VIII),獅子奮迅,20350005.0
VIII,Squall,,Mystic Flurry,SB,PHY,Single enemy,Physical,5.10,Ice,2.5,"Five single ranged attacks (1.02 each), grants Attach Ice to the user",N,Lowest HP% enemy,500,,Squall's Jacket (VIII),魔法連撃,20350006.0
VIII,Squall,,Sub-Zero Blast,OSB,PHY,Single enemy,Physical,12.00,"Ice, NE",2.5,One single attack (12.00) capped at 99999,N,Lowest HP% enemy,500,ATK +10,Punishment (VIII),ブラスティング・ゼロ,20350007.0
VIII,Squall,,Steely Blade,BSB,PHY,Single enemy,Physical,6.64,"Ice, NE",2.5,"Eight single attacks (0.83 each), grants Haste, Attach Ice and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Axis Blade (VIII),冷刃,20350008.0
VIII,Squall,,Brutal Blast,USB,PHY,Single enemy,Physical,7.47,"Ice, NE",2.5,"Nine single attacks (0.83 each), grants High Quick Cast 2 and EX: SeeD to the user",N,Lowest HP% enemy,500,ATK +10,Icebrand (VIII),ブルータルシェル,20350009.0
VIII,Squall,,Blasting Drive,AOSB,PHY,Single enemy,Physical,24.00,Ice,2.5,Three single attacks (8.00 each) capped at 99999,N,Lowest HP% enemy,750,ATK +10,Enkindler (VIII),ブラスティングドライヴ,20350010.0
VIII,Squall,,Blasting Aura,Glint,NAT,Self,,,,0.01,"Grants Attach Ice Stacking, Attach Ice and High Quick Cast 2",N,Self,250,ATK +10,Squall's Contempt (VIII),ブラスティングオーラ,20350011.0
VIII,Squall,,Lion of Destiny,USB,PHY,Single enemy,Physical,6.96,"Ice, NE",2.5,"Twelve single attacks (0.58 each), grants Attach Ice and EX: Lion to the user",N,Lowest HP% enemy,500,ATK +10,Diamond Heart (VIII),運命の獅子,20350012.0
VIII,Squall,,Fated Fangs,USB,PHY,Single enemy,Physical,7.10,"Fire, NE",2.5,"Ten single attacks (0.71 each), grants Attach Fire, EX: Heart of the Lion and Lionheart 0 to the user",N,Lowest HP% enemy,500,ATK +10,Flame Saber+ (VIII),フェイテッド・ファング,20350013.0
VIII,Squall,,Revolver Drive,BSB,PHY,Single enemy,Physical,6.64,"Fire, NE",2.5,"Eight single attacks (0.83 each), grants Attach Fire and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Balamb Mercenary (VIII),リボルバードライヴ,20350014.0
VIII,Squall,,Revolver Overdrive,AOSB,PHY,Single enemy,Physical,24.00,Fire,2.5,Three single attacks (8.00 each) capped at 99999,N,Lowest HP% enemy,750,ATK +10,Flame Heart (VIII),リボルバーマキシマム,20350015.0
VIII,Squall,,Double Junction,USB,PHY,Single enemy,Physical,7.10,"Ice, Fire",2.5,"Ten single attacks (0.71 each), grants High Quick Cast, Double Junction and Brave Mode to the user",N,Lowest HP% enemy,500,ATK +10,Twin Lance+ (VIII),ダブルジャンクション,20350016.0
VIII,Squall,,Fated Aura,Glint,NAT,Self,,,,0.01,"Grants Attach Fire Stacking, Attach Fire and High Quick Cast 2",N,Self,250,ATK +10,Tidal Heart (VIII),フェイテッドオーラ,20350017.0
VIII,Squall,,Fatal Frost,AASB,PHY,Single enemy,Physical,9.00,"Ice, NE",2.5,"Fifteen single attacks (0.60 each), grants Attach Ice, Awoken Ice, Damage Cap +10000, Quick Cast and Blasting Frost to the user",N,Lowest HP% enemy,500,ATK +10,Cutting Trigger+ (VIII),エンドオブフリーズ,20350021.0
VIII,Rinoa,,Angelo Cannon,Default,NAT,Single enemy,Magical,2.00,-,3.0,One single attack (2.00),N,Lowest HP% enemy,500,,-,アンジェロキャノン,20300001.0
VIII,Rinoa,,Angel Wing Bolt,SB,NAT,Single enemy,Magical,9.00,Lightning,3.0,Three single attacks (3.00 each),N,Random enemy,500,,Valkyrie (VIII),ヴァリー・豪雷,20300002.0
VIII,Rinoa,,Angel Wing Quake,SB,NAT,All enemies,Magical,7.40,Earth,3.0,"Two group attacks (3.70 each), causes Slow (100%)",Y,All enemies,500,,Rising Sun (VIII),ヴァリー・烈震,20300003.0
VIII,Rinoa,,Wishing Star,SSB,NAT,Random enemies,Magical,18.00,-,3.0,Five random attacks (3.60 each),N,Random enemies,500,MAG +10,Cardinal (VIII),ウィッシュスター,20300004.0
VIII,Rinoa,,The Brothers,SB,SUM,All enemies,Magical,9.39,Earth,2.5,"Three group attacks (3.13 each), grants Attach Earth to the user",N,All enemies,500,,Party Dress (VIII),GFブラザーズ,20300005.0
VIII,Rinoa,,Sorceress's Awakening,BSB,BLK,All enemies,Magical,14.40,"Earth, Ice",3.0,"Eight group attacks (1.80 each), grants Haste and Burst Mode to the user",N,All enemies,500,MAG +10,Shooting Star (VIII),魔女の覚醒,20300006.0
VIII,Rinoa,,Angelstar,OSB,BLK,Single enemy,Magical,40.00,"Earth, NE",2.5,One single attack (40.00) capped at 99999,N,Lowest HP% enemy,500,MAG +10,Twin Viper (VIII),ヴァリー・流星,20300007.0
VIII,Rinoa,,Angelo Strike,SSB,BLK,All enemies,Magical,14.10,"Earth, NE",2.5,"Five group attacks (2.82 each), grants Attach Earth to the user",N,All enemies,500,MAG +10,Rinoa's Guise (VIII),アンジェロストライク,20300008.0
VIII,Rinoa,,Shiva,CSB,SUM,Single enemy,Magical,17.93,Ice,2.5,"Activates Ice Chain (max 99, field +20%), eleven single attacks (1.63 each), minimum damage 543, grants Quick Cast 2 to all allies",N,Lowest HP% enemy,500,MAG +10,Conformer (VIII),GFシヴァ,20300009.0
VIII,Rinoa,,Angel Wing Ice Shards,BSB,BLK,All enemies,Magical,14.40,"Ice, NE",2.5,"Eight group attacks (1.80 each), grants Haste, Attach Ice and Burst Mode to the user",N,All enemies,500,MAG +10,Crystal Cross (VIII),ヴァリー・氷葬,20300010.0
VIII,Rinoa,,Angel Wing Frost Vortex,USB,BLK,Single enemy,Magical,17.00,"Ice, NE",2.5,"Ten single attacks (1.70 each), grants Attach Ice and EX: Chosen Sorceress to the user",N,Lowest HP% enemy,500,MAG +10,Cutlass (VIII),ヴァリー・冷渦,20300011.0
VIII,Rinoa,,Angel Wing Earth Edict,USB,BLK,Single enemy,Magical,17.30,Earth,2.5,"Ten single attacks (1.73 each), grants Attach Earth, Black Magic +30% Boost and Brave Mode to the user",N,Lowest HP% enemy,500,MAG +10,Hawkeye (VIII),ヴァリー・地戒,20300012.0
VIII,Rinoa,,Angel Wing Comet,AOSB,BLK,Single enemy,Magical,79.50,"Ice, Earth",2.5,Three single attacks (26.50 each) capped at 99999,N,Lowest HP% enemy,750,MAG +10,Valkyries (VIII),ヴァリー・彗星,20300013.0
VIII,Rinoa,,Angel Wing Ice Ruin,USB,BLK,Single enemy,Magical,17.30,Ice,2.5,"Ten single attacks (1.73 each), grants Attach Ice, Black Magic +30% Boost and Brave Mode to the user",N,Lowest HP% enemy,500,MAG +10,Pinwheel+ (VIII),ヴァリー・氷壊,20300014.0
VIII,Rinoa,,Angel Wing Magic Mien,Glint,NAT,Self,,,,0.01,Grants Black Magic Rank Boost and Black Magic High Quick Cast,N,Self,250,MAG +10,Wing Edge (VIII),ヴァリー・魔装,20300015.0
VIII,Rinoa,,Cherubim Shot,AASB,BLK,Single enemy,Magical,22.50,"Ice, NE",2.5,"Fifteen single attacks (1.50 each), grants Attach Ice, Awoken Ice, Damage Cap +10000 and Freeze Apocalypse Follow-up to the user",N,Lowest HP% enemy,500,MAG +10,Rising Moon (VIII),ケルヴィムショット,20300016.0
VIII,Rinoa,,Angel Wing Ice Dust,Glint+,BLK,Single enemy,Magical,7.50,"Ice, NE",0.01,"Six single attacks (1.25 each), grants Attach Ice Stacking and Attach Ice to the user",N,Lowest HP% enemy,0,MAG +10,Witch Tiara (VIII),ヴァリー・細氷,20300017.0
VIII,Rinoa,,Angel Wing Vast Earth,SASB,BLK,Single enemy,Magical,22.50,"Earth, NE",2.5,"Fifteen single attacks (1.50 each), grants Attach Earth 3 with Stacking, Synchro Mode, Damage Cap +10000 and Angelo Shot Follow-Up to the user",N,Lowest HP% enemy,500,MAG +10,Owl of the Forest (VIII),ヴァリー・天地,20300018.0
VIII,Rinoa,,Star Cradle,AASB,BLK,Single enemy,Magical,22.50,"Earth, NE",2.5,"Fifteen single attacks (1.50 each), grants Attach Earth, Awoken Flash Earth, Damage Cap +10000, Ability Berserk, and Planet Creator Mode to the user",N,Lowest HP% enemy,500,MAG +10,Gaia Robe (VIII),スタークレイドル,20300019.0
VIII,Rinoa,,Grand Rondo,Glint+,NAT,Self,,,,0.01,"Grants Attach Earth Stacking, Attach Earth and Instant Cast 1",N,Self,0,MAG +10,Mystery Veil (VIII),グランドロンド,20300020.0
VIII,Quistis,,Electrocute,Default,NAT,All enemies,Magical,1.40,Lightning,3.0,One group attack (1.40),N,All enemies,500,,-,電撃,20500001.0
VIII,Quistis,,Maser Eye,SB,NAT,All enemies,Magical,7.40,-,3.0,One group attack (7.40),N,All enemies,500,,Sleipnir's Tail (VIII),メーザーアイ,20500002.0
VIII,Quistis,,Mighty Guard (VIII),SSB,NAT,All allies,,,,3.0,"Grants Shell, Haste and High Regen",N,All allies,500,MAG +10,Red Scorpion (VIII),マイティガード【VIII】,20500003.0
VIII,Quistis,,Cerberus,SSB,NAT,All allies,,,,3.0,Grants Haste and Magical Quick Cast 3,N,All allies,500,MAG +10,Beast Killer (VIII),GFケルベロス,20500004.0
VIII,Quistis,,Hail to the Queen,BSB,BLK,Random enemies,Magical,15.04,"Poison, NE",2.5,"Eight random attacks (1.88 each), grants Haste, Attach Poison and Burst Mode to the user",N,Random enemies,500,MAG +10,Quistis's Dress (VIII),コールミーキング,20500005.0
VIII,Quistis,,Doomtrain,OSB,SUM,Single enemy,Magical,39.60,"Poison, NE",2.5,"One single attack (39.60) capped at 99999, causes Poison (15%), Blind (15%), Silence (15%) and Confuse (15%)",N,Lowest HP% enemy,500,MAG +10,Malboro Tentacle (VIII),GFグラシャラボラス,20500006.0
VIII,Quistis,,Kingsguard,USB,NAT,All allies,,,,2.5,"ATK, MAG and RES +30% for 25 seconds, grants Haste and HP Stock (2000)",N,All allies,500,MAG +10,Dragon Whisker (VIII),キングスガード,20500008.0
VIII,Quistis,,Pride of the King,Glint,NAT,All allies,,,,0.01,"Grants Protect, Shell and Stoneskin: 30%",N,All allies,250,MAG +10,Wyvern Tail (VIII),プライドオブキング,20500009.0
VIII,Zell,,Punch Rush,Default,PHY,Single enemy,Physical,1.40,-,3.0,One single attack (1.40),Y,Lowest HP% enemy,500,,-,ラッシュパンチ,20670001.0
VIII,Zell,,Burning Rave,SB,PHY,All enemies,Physical,3.30,-,2.5,"One group attack (3.30), ATK +30% to all allies for 25 seconds, ranged attack",N,All enemies,500,,Maverick (VIII),バーニングレイヴ,20670002.0
VIII,Zell,,Meteor Barrage,SB,PHY,Single enemy,Physical,5.13,-,3.0,"Three single attacks (1.71 each), grants Protect, Shell and Haste to the user",N,Lowest HP% enemy,500,,Gauntlet (VIII),メテオバレット,20670003.0
VIII,Zell,,Different Beat,SSB,PHY,Single enemy,Physical,7.92,-,2.5,"Eight single attacks (0.99 each), grants Critical Chance 25% to the user for 25 seconds",N,Lowest HP% enemy,500,ATK +10,Ehrgeiz (VIII),ディファレントビート,20670004.0
VIII,Zell,,Combat King,SSB,PHY,Random enemies,Physical,7.68,-,0.01,"Eight random attacks (0.96 each), grants Combat King to the user for 25 seconds",N,Random enemies,500,ATK +10,Crystal Glove (VIII),格闘王,20670005.0
VIII,Zell,,Duelist,BSB,PHY,Random enemies,Physical,7.40,-,0.01,"Ten random attacks (0.74 each), causes Stun (7%), grants Critical Chance 50% to all allies for 25 seconds, grants Haste and Burst Mode to the user",N,Random enemies,500,ATK +10,Burning Fist (VIII),ザ・デュエル,20670006.0
VIII,Zell,,Burning Duel,USB,PHY,Single enemy,Physical,6.60,"Fire, NE",0.01,"Twelve single attacks (0.55 each), ATK and DEF +30% to the user for 25 seconds, grants Attach Fire and Fiery Fist Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Dragon's Claws (VIII),バーニングデュエル,20670007.0
VIII,Zell,,Fiery Meteor Barret,BSB,PHY,Single enemy,Physical,6.64,"Fire, NE",2.5,"Eight single attacks (0.83 each), grants Haste, Attach Fire and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Tiger Fangs (VIII),熱血メテオバレット,20670008.0
VIII,Zell,,King of the Ring,AOSB,PHY,Single enemy,Physical,24.00,Fire,2.5,Three single attacks (8.00 each) capped at 99999,N,Lowest HP% enemy,750,ATK +10,Kaiser Knuckles (VIII),格闘覇王,20670009.0
VIII,Zell,,Academic Arts,Glint,PHY,Single enemy,Physical,3.12,"Fire, NE",0.01,"Six single attacks (0.52 each), grants Warlord Mode 1/2/3 to the user if the user has Warlord Mode 0/1/2",N,Lowest HP% enemy,250,ATK +10,Zell's Uniform (VIII),スタディ・アーツ,20670010.0
VIII,Selphie,,Wall,Default,NAT,Single ally,,,,3.0,Grants Protect and Shell,N,Random ally,500,,-,ウォール,20510001.0
VIII,Selphie,,Trabia's Light,SB,WHT,All allies,,,,2.5,Restores HP (56),N,All allies,500,,Morning Star (VIII),トラビアのひかり,20510002.0
VIII,Selphie,,Dreamstage,SSB,WHT,All allies,,,,2.5,"Restores HP (85), grants Magical Blink 1",N,All allies,500,MND +10,Crescent Wish (VIII),夢のステージ,20510003.0
VIII,Selphie,,Rapture,SB,WHT,All enemies,Magical,9.48,-,3.0,"Four group attacks (2.37 each), causes Stun (100%)",N,All enemies,500,,Scorpion Tail (VIII),レビテガ,20510004.0
VIII,Selphie,,Strange Vision,BSB,WHT,All enemies,Magical,14.00,Holy,2.5,"Four group attacks (3.50 each), causes Instant KO (100%), MAG and MND +30% to all allies for 25 seconds, grants Haste and Burst Mode to the user",N,All enemies,500,MND +10,Strange Vision (VIII),夢か幻か,20510005.0
VIII,Selphie,,Slots Full Cure,USB,NAT,All allies,,,,0.01,"Restores HP (85), grants Last Stand and High Regen",N,All allies,500,MND +10,Faerie Tail (VIII),スロット・フルケア,20510006.0
VIII,Selphie,,Reality or Truth,BSB,WHT,All allies,,,,2.5,"Restores HP (85), RES +100% for 25 seconds, grants Haste and Burst Mode to the user",N,All allies,500,MND +10,Nunchaku S (VIII),現か真か,20510007.0
VIII,Selphie,,Trabia Slots,USB,WHT,All allies,,,,0.01,"Restores HP (85), grants Reraise: 40% and Astra",N,All allies,500,MND +10,Selphie's Bracelet (VIII),スロット・トラビア,20510008.0
VIII,Selphie,,Bon Vivant,Glint,WHT,All allies,,,,0.01,Restores HP (55),N,All allies,250,MND +10,Wonder Wand (VIII),過激なムードメーカー,20510009.0
VIII,Selphie,,Selphie's Band,AASB,WHT,All allies,,,,0.01,"Restores HP (105), removes KO (100% HP), grants Haste and Magical Blink 2, grants Awoken Dancer to the user",N,All allies,500,MND +10,Rainbow Robe (VIII),セルフィバンド,20510010.0
VIII,Selphie,,Booyaka Slots,USB,NAT,All allies,,,,0.01,"Grants Regenga, Last Stand and Quick Cast 2",N,All allies,500,MND +10,Stardust Nunchaku (VIII),スロット・まみむめも,20510011.0
VIII,Selphie,,Wall Slots,Glint+,NAT,All Allies,,,,0.01,"Grants Protect, Shell and Haste",N,All allies,0,MND +10,Nirvana (VIII),スロット・ウォール,20510012.0
VIII,Irvine,,Normal Ammo,Default,PHY,Single enemy,Physical,1.50,-,2.75,Three single ranged attacks (0.50 each),Y,Random enemy,500,,-,ショット・通常弾,20410001.0
VIII,Irvine,,Fast Ammo,SB,PHY,Random enemies,Physical,4.50,-,2.75,Ten random ranged attacks (0.45 each),Y,Random enemies,500,,Valiant (VIII),ショット・速射弾,20410002.0
VIII,Irvine,,Canister Shot,SB,PHY,Single enemy,Physical,5.01,-,3.0,"Three single ranged attacks (1.67 each), DEF and RES -50% for 25 seconds",N,Lowest HP% enemy,500,,Ulysses (VIII),キャニスターショット,20410003.0
VIII,Irvine,,Dark Shot (VIII),SSB,PHY,Random enemies,Physical,7.92,-,2.5,"Six random attacks (1.32 each), 1.43 multiplier if the target has Blind or Slow, causes Blind (100%) and Slow (100%)",N,Random enemies,500,ATK +10,Bismarck (VIII),ダークショット【VIII】,20410004.0
VIII,Irvine,,Hyper Sniper,SSB,PHY,All enemies,Physical,5.88,-,2.5,"Six group ranged attacks (0.98 each), ATK, DEF, MAG, RES and MND -30% for 25 seconds",N,All enemies,500,ATK +10,Exeter (VIII),ハイパースナイプ,20410005.0
VIII,Irvine,,Flame Shot,BSB,PHY,All enemies,Physical,6.00,"Fire, NE",2.5,"Five group ranged attacks (1.20 each), ATK and DEF -40% for 25 seconds, grants Haste and Burst Mode to the user",N,All enemies,500,ATK +10,Betelgeuse (VIII),フレイムショット,20410006.0
VIII,Irvine,,Break Shot,USB,PHY,Random enemies,Physical,6.80,"Fire, NE",2.5,"Ten random ranged attacks (0.68 each), ATK and MAG -50% for 25 seconds, grants Sharpshooter Quick Cast and Clean Shot Follow-Up to the user",N,Random enemies,500,ATK +10,Antares (VIII),ブレイクシューティング,20410007.0
VIII,Irvine,,Hyper Canister,BSB,PHY,Random enemies,Physical,6.16,"Fire, NE",2.5,"Eight random ranged attacks (0.77 each), causes Imperil Fire 20% for 25 seconds, grants Haste and Burst Mode to the user",N,Random enemies,500,ATK +10,Long Barrel R (VIII),ハイパーキャニスター,20410008.0
VIII,Irvine,,Bygone Days,CSB,NAT,All allies,,,,2.5,"Activates VIII Chain (max 150, field +50%), grants Haste, ATK and MAG +30% for 25 seconds",N,All allies,500,ATK +10,Supershot ST (VIII),過去の語り部,20410009.0
VIII,Seifer,,No Mercy (VIII),Default,PHY,Single enemy,Physical,1.50,-,2.5,One single attack (1.50),N,Lowest HP% enemy,500,,-,雑魚散らし,20820001.0
VIII,Seifer,,Demon Slice,SB,PHY,All enemies,Physical,3.40,-,2.5,"One group attack (3.40), causes Paralyze (40%)",N,All enemies,500,,Hyperion (VIII),鬼斬り,20820002.0
VIII,Seifer,,Bloodfest (VIII),SB,PHY,All enemies,Physical,4.00,-,2.5,"Four group ranged attacks (1.00 each), RES +50% to all allies for 25 seconds",N,All enemies,500,,Seifer's Coat (VIII),血祭り,20820003.0
