"Name","Realm","Type","Synergy","Combine","Rarity","Level","ATK","DEF","MAG","RES","MND","ACC","EVA","Effect","Character","Soul Break","Legend Materia","Brar","Blv","Batk","Bdef","Bmag","Bres","Bmnd","Bacc","Beva","Mrar","Mlv","Matk","Mdef","Mmag","Mres","Mmnd","Macc","Meva","ID","GL","Season","Group","Random Passive Effects"
"Rod","IV","Rod","","","1","3","4","0","8","0","4","83","0","","","","","1","3","2","","4","","2","83","","3","10","7","","21","","11","83","","21008002","✓","","",""
"Mace","XII","Rod","","","1","3","4","0","8","0","4","83","0","","","","","1","3","2","","4","","2","83","","3","10","7","","22","","11","83","","21008019","✓","","",""
"Healing Staff","I","Staff","","","S","50","87","0","148","0","268","95","0","RS: Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison and NE damage +20%","","","","S","50","55","","86","","164","95","","S","50","87","","148","","268","95","","21209054","✓","","",""
"Sage Staff","I","Staff","","","S","50","87","0","268","0","90","95","0","RS: Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison and NE damage +20%","","","","S","50","55","","164","","58","95","","S","50","87","","268","","90","95","","21209065","✓","","",""
"Healing Staff","II","Staff","","","S","50","87","0","148","0","268","95","0","RS: Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison and NE damage +20%","","","","S","50","55","","86","","164","95","","S","50","87","","148","","268","95","","21209049","✓","","",""
"Elder Staff","III","Staff","","","S","50","87","0","148","0","268","95","0","RS: Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison and NE damage +20%","","","","S","50","55","","86","","164","95","","S","50","87","","148","","268","95","","21209053","✓","","",""
"Eternal Staff","III","Staff","","","S","50","87","0","268","0","90","95","0","RS: Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison and NE damage +20%","","","","S","50","55","","164","","58","95","","S","50","87","","268","","90","95","","21209076","✓","","",""
"Seraphim's Mace","IV","Staff","","","S","50","87","0","148","0","268","95","0","RS: Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison and NE damage +20%","","","","S","50","55","","86","","164","95","","S","50","87","","148","","268","95","","21209041","✓","","",""
"Sage's Staff","V","Staff","","","S","50","87","0","148","0","268","95","0","RS: Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison and NE damage +20%","","","","S","50","55","","86","","164","95","","S","50","87","","148","","268","95","","21209034","✓","","",""
"Iridal Staff","XI","Staff","","","S","50","87","0","268","0","90","95","0","RS: Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison and NE damage +20%","","","","S","50","55","","164","","58","95","","S","50","87","","268","","90","95","","21209072","✓","","",""
"Jadagna","XI","Staff","","","S","50","87","0","148","0","268","95","0","RS: Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison and NE damage +20%","","","","S","50","55","","86","","164","95","","S","50","87","","148","","268","95","","21209103","✓","","",""
"Thyrus","XIV","Staff","","","S","50","87","0","148","0","268","95","0","RS: Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison and NE damage +20%","","","","S","50","55","","86","","164","95","","S","50","87","","148","","268","95","","21209039","✓","","",""
"Golden Staff","FFT","Staff","","","S","50","87","0","268","0","90","95","0","RS: Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison and NE damage +20%","","","","S","50","55","","164","","58","95","","S","50","87","","268","","90","95","","21209079","✓","","",""
"Nirvana","FFT","Staff","","","S","50","87","0","148","0","268","95","0","RS: Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison and NE damage +20%","","","","S","50","55","","86","","164","95","","S","50","87","","148","","268","95","","21209120","✓","","",""
"Bizarre Staff","-","Staff","","","S","50","97","0","300","0","101","95","0","Poison damage +20%","","","","S","50","62","","221","","65","95","","S","50","97","","300","","101","95","","21209101","✓","","",""
"Brightwing Staff","-","Staff","","","S","50","97","0","300","0","101","95","0","Wind damage +20%","","","","S","50","62","","221","","65","95","","S","50","97","","300","","101","95","","21209056","✓","","",""
"Empress Kharna","-","Staff","","","S","50","97","0","300","0","101","95","0","Dark damage +20%","","","","S","50","62","","221","","65","95","","S","50","97","","300","","101","95","","21209110","✓","","",""
"Flame Staff","-","Staff","","","S","50","97","0","300","0","101","95","0","Fire damage +20%","","","","S","50","62","","221","","65","95","","S","50","97","","300","","101","95","","21209036","✓","","",""
"Holy Wand","-","Staff","","","S","50","97","0","300","0","101","95","0","Holy damage +20%","","","","S","50","62","","221","","65","95","","S","50","97","","300","","101","95","","21209116","✓","","",""
"Ice Staff","-","Staff","","","S","50","97","0","300","0","101","95","0","Ice damage +20%","","","","S","50","62","","221","","65","95","","S","50","97","","300","","101","95","","21209035","✓","","",""
"Judgment Staff","-","Staff","","","S","50","97","0","300","0","101","95","0","Lightning damage +20%","","","","S","50","62","","221","","65","95","","S","50","97","","300","","101","95","","21209019","✓","","",""
"Nirvana","-","Staff","","","S","50","97","0","300","0","101","95","0","Water damage +20%","","","","S","50","62","","221","","65","95","","S","50","97","","300","","101","95","","21209107","✓","","",""
"Power Staff","-","Staff","","","S","50","97","0","300","0","101","95","0","Earth damage +20%","","","","S","50","62","","221","","65","95","","S","50","97","","300","","101","95","","21209046","✓","","",""
"Staff of Light","-","Staff","","","S","50","97","0","166","0","300","95","0","Holy damage +20%","","","","S","50","62","","96","","221","95","","S","50","97","","166","","300","95","","21209123","✓","","",""
"Wind Stick","-","Staff","","","S","50","97","0","166","0","300","95","0","Wind damage +20%","","","","S","50","62","","96","","221","95","","S","50","97","","166","","300","95","","21209169","✓","","",""
"Seraphim Mace","-","Staff","","","S","50","97","0","166","0","300","95","0","Water damage +20%","","","","S","50","62","","96","","221","95","","S","50","97","","166","","300","95","","21209104","✓","","",""
"Mage's Staff","Core","Staff","","","7","30","85","0","205","0","156","95","0","","Dr. Mog","Rainbow Magic","","7","30","53","","145","","103","95","","9","40","96","","225","","174","95","","21009199","✓","","",""
"Matoya's Staff","I","Staff","","","7","30","85","0","204","0","156","95","0","Fire damage +20%","Matoya","Master Witchcraft","","7","30","53","","144","","103","95","","9","40","96","","224","","174","95","","21009230","","","",""
"Empress Kharna","II","Staff","","","7","30","85","0","204","0","90","95","0","Dark damage +20%","Emperor","World Dominator","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009202","✓","","",""
"Golden Staff","II","Staff","","","7","30","85","0","145","0","207","95","0","Holy damage +20%","Minwu","Holy Verdict","","7","30","53","","92","","147","95","","9","40","96","","163","","227","95","","21009191","✓","","",""
"Herding Staff","II","Staff","","","7","30","85","0","145","0","207","95","0","Holy damage +20%","Minwu","Apex Ultima","","7","30","53","","92","","147","95","","9","40","96","","163","","227","95","","21009215","✓","","",""
"Thorned Mace","III","Staff","","","7","30","85","0","204","0","90","95","0","Dark damage +20%","Cloud of Darkness","Fabled Particle Beam","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009195","✓","","",""
"Herding Staff","III","Staff","","","7","30","85","0","190","0","192","95","0","Water damage +20%","Arc","Invoke Leviath","","7","30","53","","131","","133","95","","9","40","96","","210","","212","95","","21009190","✓","","",""
"Crystal Mace","III","Staff","","","7","30","85","0","204","0","90","95","0","Wind damage +20%","Onion Knight","Arcane Tornado (III)","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009228","","","",""
"Judgment Staff","III","Staff","","","7","30","85","0","204","0","90","95","0","Lightning damage +20%","Cloud of Darkness","Diffraction Particle Beam","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009229","","","",""
"Lufenian Staff","IV","Staff","","","7","30","85","0","204","0","156","95","0","Earth damage +20%","Tellah","Sage's Recollection","","7","30","53","","144","","103","95","","9","40","96","","224","","174","95","","21009185","","","",""
"Golden Staff","IV","Staff","","","7","30","85","0","204","0","90","95","0","Ice damage +20%","Palom","Black Magic Crush","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009209","","","",""
"Necromancer's Cane","V","Staff","","","7","30","85","0","191","0","191","95","0","Dark damage +20%","Exdeath","Space Disorder","","7","30","53","","132","","132","95","","9","40","96","","211","","211","95","","21009189","✓","","",""
"El Dorado","V","Staff","","","7","30","85","0","204","0","156","95","0","Water damage +20%","Gogo (V)","Deep Whirlpool","","7","30","53","","144","","103","95","","9","40","96","","224","","174","95","","21009222","","","",""
"Rune Staff","VI","Staff","","","7","30","85","0","204","0","90","95","0","Water damage +20%","Strago","Jet Splash","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009186","✓","","",""
"Sage's Staff","VI","Staff","","","7","30","85","0","204","0","90","95","0","Water damage +20%","Strago","Tsunami","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009213","✓","","",""
"Impasse","VI","Staff","","","7","30","85","0","204","0","90","95","0","Wind damage +20%","Strago","Water Spout","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009214","","","",""
"Mage's Staff+","VI","Staff","","","7","30","85","0","204","0","90","95","0","Water damage +20%","Strago","Apex Lore","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009239","","","",""
"Oak Staff","VIII","Staff","","","7","30","85","0","204","0","90","95","0","Ice damage +20%","Edea","Sorcerous Binding","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009208","✓","","",""
"El Dorado","IX","Staff","","","7","30","85","0","204","0","90","95","0","Fire damage +20%","Vivi","Elemental Ball","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009165","✓","","",""
"Arc Arcana","IX","Staff","","","7","30","85","0","204","0","90","95","0","Fire damage +20%","Vivi","Glittering Flame","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009204","✓","","",""
"Death Wand","IX","Staff","","","7","30","85","0","204","0","90","95","0","Dark damage +20%","Kuja","Chaos Divider","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009198","✓","","",""
"Mace of Zeus+","IX","Staff","","","7","30","85","0","204","0","90","95","0","Ice damage +20%","Vivi","Frostspark Doomsday","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009249","","","",""
"Seraphim Mace","X","Staff","","","7","30","85","0","204","0","156","95","0","Fire damage +20%","Braska","High Summoner's Flame","","7","30","53","","144","","103","95","","9","40","96","","224","","174","95","","21009225","","","",""
"Rune Staff","XI","Staff","","","7","30","85","0","204","0","90","95","0","Lightning damage +20%","Shantotto","Chain Thunder Play","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009196","✓","","",""
"Ramuh's Staff","XI","Staff","","","7","30","85","0","204","0","90","95","0","Lightning damage +20%","Shantotto","Ancient Magic Burst II","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009137","✓","","",""
"Dominion Mace","XI","Staff","","","7","30","85","0","145","0","208","95","0","","Aphmau","Automaton Band","","7","30","53","","92","","148","95","","9","40","96","","163","","228","95","","21009206","✓","","",""
"Maleficus","XI","Staff","","","7","30","85","0","204","0","90","95","0","Lightning damage +20%","Shantotto","Salvation Scythe","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009217","","","",""
"Imperial Pole","XI","Staff","","","7","30","85","0","204","0","90","95","0","Lightning damage +20%","Shantotto","Realmlink (Shantotto)","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009232","","","",""
"Vesper Pole","XII","Staff","","","7","30","85","0","145","0","208","95","0","","Penelo","Shining Vindication","","7","30","53","","92","","148","95","","9","40","96","","163","","228","95","","21009201","✓","","",""
"Staff of Light","XII","Staff","","","7","30","85","0","145","0","208","95","0","","Larsa","Amity Potion","","7","30","53","","92","","148","95","","9","40","96","","163","","228","95","","21009210","✓","","",""
"Night Seeker","XIV","Staff","","","7","30","85","0","192","0","190","95","0","Dark damage +20%","Y'shtola","Scion's Meteor","","7","30","53","","133","","131","95","","9","40","96","","212","","210","95","","21009197","✓","","",""
"Garnet Staff","FFT","Staff","","","7","30","85","0","204","0","90","95","0","Fire damage +20%","Montblanc","100% Wool","","7","30","53","","144","","62","95","","9","40","96","","224","","99","95","","21009223","","","",""
"Oak Staff","Beyond","Staff","","","7","30","85","0","204","0","156","95","0","Wind damage +20%","Serafie","The Self-Styled Mascot Strikes!","","7","30","53","","144","","103","95","","9","40","96","","224","","174","95","","21009221","","","",""
"Mythril Staff","Core","Staff","","","6","25","91","0","168","0","165","95","0","Holy damage +20%","Dr. Mog","Nature's Wrath","","6","25","62","","124","","120","95","","8","35","102","","186","","183","95","","21009141","✓","","",""
"Lunar Fan","Core","Staff","","","6","25","77","0","130","0","177","95","0","","Elarra","Fluffy Dance","","6","25","50","","86","","133","95","","8","35","87","","148","","195","95","","21009148","","","",""
"Sage's Staff","Core","Staff","","","6","25","77","0","174","0","140","95","0","","Dr. Mog","Magic Burst","","6","25","50","","129","","96","95","","8","35","87","","192","","158","95","","21009150","","","",""
"Wyrm Wand","Core","Staff","","","6","25","77","0","174","0","140","95","0","","Dr. Mog","Puff","","6","25","50","","129","","96","95","","8","35","87","","192","","158","95","","21009151","","","",""
"Power Staff","Core","Staff","","","6","25","91","0","149","0","146","95","0","","Dr. Mog","Our Historia","","6","25","62","","103","","101","95","","8","35","102","","167","","164","95","","21009167","✓","","",""
"Judgment Staff","Core","Staff","","","6","25","91","0","168","0","165","95","0","Lightning damage +20%","Dr. Mog","Tetra Catastrophe","","6","25","62","","124","","120","95","","8","35","102","","186","","183","95","","21009174","✓","","",""
"Seraphim Mace","Core","Staff","","","6","25","91","0","168","0","165","95","0","","Dr. Mog","Aqua Mode","","6","25","62","","124","","120","95","","8","35","102","","186","","183","95","","21009176","✓","","",""
"Bug Net","Core","Staff","","","6","25","91","0","168","0","165","95","0","Water damage +20%","Dr. Mog","Bug Hunter","","6","25","62","","124","","120","95","","8","35","102","","186","","183","95","","21009212","✓","","",""
"Sage Staff","I","Staff","","","6","25","77","0","130","0","175","95","0","","Sarah","Ballad of Light","","6","25","50","","86","","131","95","","8","35","87","","148","","193","95","","21009065","✓","","",""
"Staff of Light","I","Staff","","","6","25","77","0","130","0","177","95","0","","Sarah","Crystal's Gleam","","6","25","50","","86","","133","95","","8","35","87","","148","","195","95","","21009123","✓","","",""
"Judgment Staff","I","Staff","","","6","25","77","0","174","0","140","95","0","","Matoya","Witch's Concoction","","6","25","50","","129","","96","95","","8","35","87","","192","","158","95","","21009124","✓","","",""
"Golden Staff","I","Staff","","","6","25","77","0","173","0","140","95","0","Fire damage +20%","Matoya","Witch's Awakening","","6","25","50","","128","","96","95","","8","35","87","","191","","158","95","","21009162","✓","","",""
"Shining Staff","II","Staff","","","6","25","77","0","0","0","171","95","0","","Minwu","Enduring Revival","","6","25","50","","","","127","95","","8","35","87","","","","189","95","","21009082","✓","","",""
"Rune Staff","II","Staff","","","6","25","77","0","130","0","176","95","0","Holy damage +20%","Minwu","Ultima (II)","","6","25","50","","86","","132","95","","8","35","87","","148","","194","95","","21009127","✓","","",""
"Calcite Staff","II","Staff","","","6","25","77","0","173","0","140","95","0","Dark damage +20%","Emperor","Illegal Flare","","6","25","50","","128","","96","95","","8","35","87","","191","","158","95","","21009168","✓","","",""
"Judgment Staff","II","Staff","","","6","25","77","0","130","0","176","95","0","Holy damage +20%","Minwu","Seal of Mysidia","","6","25","50","","86","","132","95","","8","35","87","","148","","194","95","","21009129","✓","","",""
"Zeus Mace","II","Staff","","","6","25","77","0","130","0","176","95","0","Holy damage +20%","Minwu","Bright Sigil","","6","25","50","","86","","132","95","","8","35","87","","148","","194","95","","21009146","✓","","",""
"Empress Kharna","III","Staff","","","6","25","77","0","169","0","81","95","0","RS: Dark damage +20%","Cloud of Darkness","Wide-Angle Particle Beam","","6","25","50","","124","","58","95","","8","35","87","","187","","90","95","","21009110","✓","","",""
"Zeus Mace","III","Staff","","","6","25","77","0","172","0","140","95","0","","Onion Knight","Forbidden Wisdom","","6","25","50","","127","","96","95","","8","35","87","","190","","158","95","","21009100","✓","","",""
"Seraphim Mace","III","Staff","","","6","25","77","0","130","0","176","95","0","Holy damage +20%","Arc","Water's Grace","","6","25","50","","86","","132","95","","8","35","87","","148","","194","95","","21009104","✓","","",""
"Everdark","III","Staff","","","6","25","77","0","173","0","81","95","0","Dark damage +20%","Cloud of Darkness","Convergent Particle Beam","","6","25","50","","128","","58","95","","8","35","87","","191","","90","95","","21009115","✓","","",""
"Aura Staff","III","Staff","","","6","25","77","0","174","0","81","95","0","","Cloud of Darkness","Swathed in Darkness","","6","25","50","","129","","58","95","","8","35","87","","192","","90","95","","21009178","✓","","",""
"Staff of the Devout","III","Staff","","","6","25","77","0","130","0","176","95","0","Water damage +20%","Arc","Grace of Water","","6","25","50","","86","","132","95","","8","35","87","","148","","194","95","","21009194","✓","","",""
"Rune Staff","III","Staff","","","6","25","77","0","130","0","177","95","0","","Arc","Lightbringers","","6","25","50","","86","","133","95","","8","35","87","","148","","195","95","","21009193","✓","","",""
"Cloud Staff","III","Staff","","","6","25","77","0","174","0","81","95","0","","Cloud of Darkness","Saturating Particle Flux","","6","25","50","","129","","58","95","","8","35","87","","192","","90","95","","21009164","✓","","",""
"Mage's Staff","IV","Staff","","","6","25","77","0","130","0","177","95","0","","Porom","Pure White Magic","","6","25","50","","86","","133","95","","8","35","87","","148","","195","95","","21009095","✓","","",""
"Wind Stick","IV","Staff","","","6","25","77","0","173","0","81","95","0","Wind damage +20%","Barbariccia","Raging Squall","","6","25","50","","128","","58","95","","8","35","87","","191","","90","95","","21009169","✓","","",""
"Elder Staff","IV","Staff","","","6","25","77","0","173","0","140","95","0","Earth damage +20%","Tellah","Sage's Revelation","","6","25","50","","128","","96","95","","8","35","87","","191","","158","95","","21009139","✓","","",""
"Moon Staff","IV","Staff","","","6","25","77","0","167","0","170","95","0","Holy damage +20%","Fusoya","Lunarian Enigma","","6","25","50","","122","","126","95","","8","35","87","","185","","188","95","","21009154","✓","","",""
"Judicer's Staff","IV","Staff","","","6","25","77","0","130","0","177","95","0","","Porom","Mysidian Guard","","6","25","50","","86","","133","95","","8","35","87","","148","","195","95","","21009094","✓","","",""
"Oak Staff","IV","Staff","","","6","25","77","0","173","0","140","95","0","Earth damage +20%","Tellah","On the Faultline","","6","25","50","","128","","96","95","","8","35","87","","191","","158","95","","21009219","","","",""
"El Dorado","IV","Staff","","","6","25","77","0","168","0","171","95","0","","Fusoya","Lunarian Essence","","6","25","50","","123","","127","95","","8","35","87","","186","","189","95","","21009180","","","",""
"Staff of Light","IV","Staff","","","6","25","77","0","168","0","171","95","0","","Fusoya","Lunar Splendor","","6","25","50","","123","","127","95","","8","35","87","","186","","189","95","","21009187","","","",""
"Tycoon Staff","V","Staff","","","6","25","77","0","130","0","177","95","0","","Lenna","Champion of Life","","6","25","50","","86","","133","95","","8","35","87","","148","","195","95","","21009153","✓","","",""
"Ominous Rod","V","Staff","","","6","25","77","0","174","0","140","95","0","","Exdeath","Unknown Orbit","","6","25","50","","129","","96","95","","8","35","87","","192","","158","95","","21009177","✓","","",""
"Mace of Zeus","VI","Staff","","","6","25","77","0","174","0","81","95","0","","Strago","Blue Costume","","6","25","50","","129","","58","95","","8","35","87","","192","","90","95","","21009171","✓","","",""
"Mage's Staff","VI","Staff","","","6","25","77","0","173","0","81","95","0","Wind damage +20%","Strago","Magic Tempest","","6","25","50","","128","","58","95","","8","35","87","","191","","90","95","","21009161","","","",""
"Staff of the Magi","VIII","Staff","","","6","25","77","0","174","0","81","95","0","","Ultimecia","Hell's Judgment","","6","25","50","","129","","58","95","","8","35","87","","192","","90","95","","21009131","✓","","",""
"Cypress Pole","VIII","Staff","","","6","25","77","0","173","0","81","95","0","Dark damage +20%","Ultimecia","Blades of Time","","6","25","50","","128","","58","95","","8","35","87","","191","","90","95","","21009145","✓","","",""
"Black Mage Staff","IX","Staff","","","6","25","77","0","163","0","81","95","0","Fire damage +20%","Vivi","Life's Torch","","6","25","50","","118","","58","95","","8","35","87","","181","","90","95","","21009055","✓","","",""
"Judicer's Staff","IX","Staff","","","6","25","77","0","170","0","81","95","0","Fire damage +20%","Vivi","Beyond the Twilight","","6","25","50","","125","","58","95","","8","35","87","","188","","90","95","","21009112","✓","","",""
"Octagon Rod","IX","Staff","","","6","25","67","0","154","0","72","95","0","","Vivi","King of Jump Rope","","6","25","40","","108","","48","95","","8","35","78","","172","","81","95","","21009051","✓","","",""
"Cloud Staff","IX","Staff","","","6","25","77","0","174","0","81","95","0","","Vivi","Clamorous Magic","","6","25","50","","129","","58","95","","8","35","87","","192","","90","95","","21009143","✓","","",""
"Frostflash Staff","IX","Staff","","","6","25","77","0","173","0","81","95","0","Ice damage +20%","Vivi","Tipping Point","","6","25","50","","128","","58","95","","8","35","87","","191","","90","95","","21009181","✓","","",""
"Staff of Thorns","IX","Staff","","","6","25","77","0","174","0","81","95","0","","Vivi","Trance Empower Fire","","6","25","50","","129","","58","95","","8","35","87","","192","","90","95","","21009173","✓","","",""
"Herding Staff","IX","Staff","","","6","25","77","0","173","0","81","95","0","Ice damage +20%","Vivi","Freezing Sparkbreaker","","6","25","50","","128","","58","95","","8","35","87","","191","","90","95","","21009172","","","",""
"Staff of the Magi","X","Staff","","","6","25","77","0","170","0","140","95","0","RS: Fire and Lightning damage +20%","Braska","Twin Summoning","","6","25","50","","125","","96","95","","8","35","87","","188","","158","95","","21009106","✓","","",""
"Seymour's Staff","X","Staff","","","6","25","77","0","170","0","81","95","0","Dark damage +20%","Seymour","Oblivion","","6","25","50","","125","","58","95","","8","35","87","","188","","90","95","","21009105","✓","","",""
"Staff of Atrophy","X","Staff","","","6","25","77","0","173","0","81","95","0","Dark damage +20%","Seymour","Lance of Atrophy","","6","25","50","","128","","58","95","","8","35","87","","191","","90","95","","21009147","✓","","",""
"Healing Rod","X","Staff","","","6","25","77","0","130","0","177","95","0","","Yuna","Whistle Promise","","6","25","50","","86","","133","95","","8","35","87","","148","","195","95","","21009155","✓","","",""
"El Dorado","X","Staff","","","6","25","77","0","167","0","170","95","0","Holy damage +20%","Yuna","For the Calm","","6","25","50","","122","","126","95","","8","35","87","","185","","188","95","","21009156","✓","","",""
"Reticent Staff","X","Staff","","","6","25","77","0","130","0","177","95","0","Chance to cause Silence","Yuna","Boundless Heart","","6","25","50","","86","","133","95","","8","35","87","","148","","195","95","","21009047","✓","","",""
"Darkness Staff","X","Staff","","","6","25","77","0","130","0","176","95","0","Holy damage +20%","Yuna","Heavenly Blessing","","6","25","50","","86","","132","95","","8","35","87","","148","","194","95","","21009077","✓","","",""
"Monk Staff","X","Staff","","","6","25","77","0","130","0","176","95","0","Holy damage +20%","Yuna","Cradling Words","","6","25","50","","86","","132","95","","8","35","87","","148","","194","95","","21009038","✓","","",""
"Spectral Staff","X","Staff","","","6","25","77","0","173","0","81","95","0","Dark damage +20%","Seymour","Feel My Pain!","","6","25","50","","128","","58","95","","8","35","87","","191","","90","95","","21009188","✓","","",""
"Pure Staff","X","Staff","","","6","25","77","0","173","0","140","95","0","Fire damage +20%","Braska","Aeon of Hellfire","","6","25","50","","128","","96","95","","8","35","87","","191","","158","95","","21009125","","","",""
"Elder Staff","X","Staff","","","6","25","77","0","174","0","140","95","0","","Braska","Hymn of Flame","","6","25","50","","129","","96","95","","8","35","87","","192","","158","95","","21009179","","","",""
"Iridal Staff","XI","Staff","","","6","25","77","0","162","0","81","95","0","RS: Fire, Ice and Lightning damage +20%","Shantotto","Frightening Lightning","","6","25","50","","118","","58","95","","8","35","87","","180","","90","95","","21009072","✓","","",""
"Jadagna","XI","Staff","","","6","25","77","0","130","0","170","95","0","","Aphmau","Overdrive (XI)","","6","25","50","","86","","126","95","","8","35","87","","148","","188","95","","21009103","✓","","",""
"Federation Signet Staff","XI","Staff","","","6","25","77","0","169","0","81","95","0","","Shantotto","A Thousand Suns","","6","25","50","","124","","58","95","","8","35","87","","187","","90","95","","21009071","✓","","",""
"Dark Staff","XI","Staff","","","6","25","77","0","174","0","81","95","0","","Shantotto","Colossal Shantotto","","6","25","50","","129","","58","95","","8","35","87","","192","","90","95","","21009090","✓","","",""
"Flanged Mace","XI","Staff","","","6","25","77","0","130","0","177","95","0","","Aphmau","Imperial Heal","","6","25","50","","86","","133","95","","8","35","87","","148","","195","95","","21009117","✓","","",""
"Brightwing Staff","XIII","Staff","","","6","25","77","0","130","0","165","95","0","","Vanille","Convalescence","","6","25","50","","86","","121","95","","8","35","87","","148","","183","95","","21009056","✓","","",""
"Pearlwing Staff","XIII","Staff","","","6","25","77","0","130","0","177","95","0","","Vanille","Overdo Awakening","","6","25","50","","86","","133","95","","8","35","87","","148","","195","95","","21009133","✓","","",""
"Nirvana Zeta","XIV","Staff","","","6","25","77","0","130","0","169","95","0","","Y'shtola","Goddess's Mercy","","6","25","50","","86","","125","95","","8","35","87","","148","","187","95","","21009098","✓","","",""
"Ironworks Magitek Cane","XIV","Staff","","","6","25","77","0","130","0","177","95","0","","Y'shtola","Secret of the Lily","","6","25","50","","86","","133","95","","8","35","87","","148","","195","95","","21009099","✓","","",""
"Truth Seeker","XIV","Staff","","","6","25","77","0","130","0","177","95","0","","Y'shtola","Stonega Skin","","6","25","50","","86","","133","95","","8","35","87","","148","","195","95","","21009158","✓","","",""
"Majestas","XIV","Staff","","","6","25","77","0","130","0","177","95","0","","Y'shtola","Pulse of Life (XIV)","","6","25","50","","86","","133","95","","8","35","87","","148","","195","95","","21009157","✓","","",""
"Zeus Mace","FFT","Staff","","","6","25","77","0","130","0","171","95","0","","Ovelia","Divine Dispelna","","6","25","50","","86","","127","95","","8","35","87","","148","","189","95","","21009108","✓","","",""
"Nirvana","FFT","Staff","","","6","25","77","0","130","0","175","95","0","Holy damage +20%","Alma","Sacred Barrier","","6","25","50","","86","","131","95","","8","35","87","","148","","193","95","","21009120","✓","","",""
"Guard Staff","FFT","Staff","","","6","25","77","0","174","0","81","95","0","","Montblanc","Trinity Combo","","6","25","50","","129","","58","95","","8","35","87","","192","","90","95","","21009114","✓","","",""
"Dreamwaker","FFT","Staff","","","6","25","77","0","130","0","177","95","0","","Alma","Angelic Vessel","","6","25","50","","86","","133","95","","8","35","87","","148","","195","95","","21009121","✓","","",""
"Staff of Blessings","FFT","Staff","","","6","25","77","0","130","0","177","95","0","","Ovelia","Holy Magick Curaja","","6","25","50","","86","","133","95","","8","35","87","","148","","195","95","","21009134","✓","","",""
"Judicer's Staff","FFT","Staff","","","6","25","77","0","130","0","177","95","0","","Alma","Auracite Glow","","6","25","50","","86","","133","95","","8","35","87","","148","","195","95","","21009136","✓","","",""
"Spring Staff","FFT","Staff","","","6","25","77","0","130","0","177","95","0","","Ovelia","Princess's Plea","","6","25","50","","86","","133","95","","8","35","87","","148","","195","95","","21009184","✓","","",""
"Cheer Staff","FFT","Staff","","","6","25","77","0","130","0","177","95","0","","Ovelia","Fleeting Thoughts","","6","25","50","","86","","133","95","","8","35","87","","148","","195","95","","21009183","✓","","",""
"Pure Staff","FFT","Staff","","","6","25","77","0","174","0","81","95","0","","Montblanc","Black Magick Geomancy","","6","25","50","","129","","58","95","","8","35","87","","192","","90","95","","21009224","","","",""
"Million Terrors","Core","Staff","","","5","20","50","0","129","0","66","95","0","Holy damage +20%","-","Celestial Star","","5","20","30","","95","","49","95","","7","30","60","","146","","74","95","","21009128","✓","","",""
"Rune Staff","Core","Staff","","","5","20","33","0","68","0","87","95","0","","White Mage","Light Divine","","5","20","23","","51","","54","95","","7","30","38","","76","","104","95","","21009030","✓","","",""
"Liberty Staff","Core","Staff","","","5","20","55","0","100","0","128","95","0","","-","Blessing","","5","20","35","","67","","95","95","","7","30","65","","117","","144","95","","21009068","","","",""
"Witch's Broom","Core","Staff","","","5","20","35","0","92","0","60","95","0","","","","","5","20","25","","59","","43","95","","7","30","39","","109","","68","95","","21009091","","","",""
